id,gene_id,gene_name,KO
3_207,K10051,"CCAAT/enhancer binding protein (C/EBP), epsilon",K10051
3_208,3_208,,none
3_209,3_209,,none
3_21,K18843,antitoxin HicB,K18843
3_210,K21348,calcium-binding and coiled-coil domain-containing protein 2,K21348
3_211,3_211,,none
3_212,3_212,,none
3_213,K03716,spore photoproduct lyase [EC:4.1.99.14],K03716
3_214,3_214,,none
3_215,3_215,,none
3_216,3_216,,none
3_217,3_217,,none
3_218,3_218,,none
3_219,K18430,"N,N'-diacetyllegionaminate synthase [EC:2.5.1.101]",K18430
3_22,K18831,HTH-type transcriptional regulator / antitoxin HigA,K18831
3_220,3_220,,none
3_221,K06424,small acid-soluble spore protein G (minor),K06424
3_222,3_222,,none
3_223,3_223,,none
3_224,3_224,,none
3_225,K18719,nucleoporin NUP82,K18719
3_226,K07473,DNA-damage-inducible protein J,K07473
3_227,K03686,molecular chaperone DnaJ,K03686
3_228,3_228,,none
3_229,3_229,,none
3_23,3_23,,none
3_230,K17976,mitochondrial MYO2 receptor-related protein 1,K17976
3_231,K17676,cruciform cutting endonuclease 1,K17676
3_232,K09942,uncharacterized protein,K09942
3_233,K18182,cytochrome c oxidase assembly protein subunit 16,K18182
3_234,K09952,CRISPR-associated endonuclease Csn1 [EC:3.1.-.-],K09952
3_235,K00680,uncharacterized N-acetyltransferase [EC:2.3.1.-],K00680
3_236,3_236,,none
3_237,3_237,,none
3_238,K07726,putative transcriptional regulator,K07726
3_239,3_239,,none
3_24,K10380,ankyrin,K10380
3_240,K09454,"GA-binding protein transcription factor, beta",K09454
3_241,3_241,,none
3_242,3_242,,none
3_243,K01702,3-isopropylmalate dehydratase [EC:4.2.1.33],K01702
3_244,K06246,"laminin, gamma 2",K06246
3_245,K09439,transcription factor Spi-B,K09439
3_246,3_246,,none
3_247,3_247,,none
3_248,3_248,,none
3_249,3_249,,none
3_25,K07496,putative transposase,K07496
3_250,3_250,,none
3_251,3_251,,none
3_252,K01185,lysozyme [EC:3.2.1.17],K01185
3_253,3_253,,none
3_254,3_254,,none
3_255,3_255,,none
3_256,3_256,,none
3_257,3_257,,none
3_258,K00414,ubiquinol-cytochrome c reductase core subunit 1,K00414
3_259,K17916,kinesin family member 16B,K17916
3_26,3_26,,none
3_260,K12639,cytochrome P450 family 724 subfamily B polypeptide 1 [EC:1.14.13.-],K12639
3_261,K13461,effector protein HopM1,K13461
3_262,3_262,,none
3_263,3_263,,none
3_264,K02035,peptide/nickel transport system substrate-binding protein,K02035
3_265,K02033,peptide/nickel transport system permease protein,K02033
3_266,K18409,ATP-dependent RNA helicase TDRD12 [EC:3.6.4.13],K18409
3_267,3_267,,none
3_268,K07491,putative transposase,K07491
3_269,K16681,protein crumbs,K16681
3_27,K00088,IMP dehydrogenase [EC:1.1.1.205],K00088
3_270,K08884,"serine/threonine protein kinase, bacterial [EC:2.7.11.1]",K08884
3_271,K08757,apolipoprotein A-I,K08757
3_272,K06889,uncharacterized protein,K06889
3_273,K14731,epsilon-lactone hydrolase [EC:3.1.1.83],K14731
3_274,3_274,,none
3_275,3_275,,none
3_276,K23612,neural Wiskott-Aldrich syndrome protein,K23612
3_277,K15892,farnesol kinase [EC:2.7.1.216],K15892
3_278,K14731,epsilon-lactone hydrolase [EC:3.1.1.83],K14731
3_279,K02433,aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7],K02433
3_28,K09800,translocation and assembly module TamB,K09800
3_280,3_280,,none
3_281,K07695,"two-component system, NarL family, response regulator DevR",K07695
3_282,K07496,putative transposase,K07496
3_283,K06400,site-specific DNA recombinase,K06400
3_284,K23550,sialidase [EC:3.2.1.18],K23550
3_285,K21292,ent-kaurene oxidase [EC:1.14.14.86],K21292
3_286,K00210,prephenate dehydrogenase [EC:1.3.1.12],K00210
3_287,K19157,mRNA interferase YafQ [EC:3.1.-.-],K19157
3_288,K06147,"ATP-binding cassette, subfamily B, bacterial",K06147
3_289,3_289,,none
3_29,K03298,"drug/metabolite transporter, DME family",K03298
3_290,K11931,"poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase [EC:3.5.1.-]",K11931
3_291,K13386,3'-hydroxy-N-methyl-(S)-coclaurine 4'-O-methyltransferase [EC:2.1.1.116],K13386
3_292,K21010,polysaccharide biosynthesis protein PelE,K21010
3_293,K03456,serine/threonine-protein phosphatase 2A regulatory subunit A,K03456
3_294,K01783,ribulose-phosphate 3-epimerase [EC:5.1.3.1],K01783
3_295,K03924,MoxR-like ATPase [EC:3.6.3.-],K03924
3_296,K02703,photosystem II P680 reaction center D1 protein [EC:1.10.3.9],K02703
3_297,K10080,"lectin, mannose-binding 1",K10080
3_298,K15837,G-protein signaling modulator 2,K15837
3_299,K07605,"type II keratin, basic",K07605
3_3,K07496,putative transposase,K07496
3_30,K13507,glycerol-3-phosphate O-acyltransferase / dihydroxyacetone phosphate acyltransferase [EC:2.3.1.15 2.3.1.42],K13507
3_300,K07647,"two-component system, OmpR family, sensor histidine kinase TorS [EC:2.7.13.3]",K07647
3_301,K07015,uncharacterized protein,K07015
3_302,K19225,rhomboid protease GluP [EC:3.4.21.105],K19225
3_303,3_303,,none
3_304,K03292,"glycoside/pentoside/hexuronide:cation symporter, GPH family",K03292
3_305,K19621,"two-component system, sensor histidine kinase PhcS [EC:2.7.13.3]",K19621
3_306,K02494,outer membrane lipoprotein LolB,K02494
3_307,K05946,N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187],K05946
3_308,K07491,putative transposase,K07491
3_309,K07496,putative transposase,K07496
3_31,K03969,phage shock protein A,K03969
3_310,3_310,,none
3_311,K16784,biotin transport system ATP-binding protein [EC:3.6.3.-],K16784
3_312,3_312,,none
3_313,3_313,,none
3_314,K01955,carbamoyl-phosphate synthase large subunit [EC:6.3.5.5],K01955
3_315,K02437,glycine cleavage system H protein,K02437
3_316,K18828,tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-],K18828
3_317,3_317,,none
3_318,K15352,secreted effector protein PipB2,K15352
3_319,K09555,BCL2-associated athanogene 1,K09555
3_32,K19475,WAS/WASL-interacting protein,K19475
3_320,K19157,mRNA interferase YafQ [EC:3.1.-.-],K19157
3_321,K06218,mRNA interferase RelE/StbE,K06218
3_322,K02305,nitric oxide reductase subunit C,K02305
3_323,3_323,,none
3_324,K19159,antitoxin YefM,K19159
3_325,K06218,mRNA interferase RelE/StbE,K06218
3_326,K18843,antitoxin HicB,K18843
3_327,K01060,cephalosporin-C deacetylase [EC:3.1.1.41],K01060
3_328,K06149,universal stress protein A,K06149
3_329,K00927,phosphoglycerate kinase [EC:2.7.2.3],K00927
3_33,K01783,ribulose-phosphate 3-epimerase [EC:5.1.3.1],K01783
3_330,K17246,putative chitobiose transport system permease protein,K17246
3_331,3_331,,none
3_332,K03786,3-dehydroquinate dehydratase II [EC:4.2.1.10],K03786
3_333,K08992,lipopolysaccharide assembly protein A,K08992
3_334,K16881,mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8],K16881
3_335,K05685,macrolide transport system ATP-binding/permease protein [EC:3.6.3.-],K05685
3_336,K03688,ubiquinone biosynthesis protein,K03688
3_337,K06497,CD63 antigen,K06497
3_338,K02503,histidine triad (HIT) family protein,K02503
3_339,3_339,,none
3_34,K00872,homoserine kinase [EC:2.7.1.39],K00872
3_340,K03546,DNA repair protein SbcC/Rad50,K03546
3_341,K03948,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 4,K03948
3_342,3_342,,none
3_343,3_343,,none
3_344,3_344,,none
3_345,3_345,,none
3_346,3_346,,none
3_347,K10661,E3 ubiquitin-protein ligase MARCH6 [EC:2.3.2.27],K10661
3_348,K10060,C-type lectin domain family 4 member F,K10060
3_349,3_349,,none
3_35,3_35,,none
3_350,K00284,glutamate synthase (ferredoxin) [EC:1.4.7.1],K00284
3_351,K07339,mRNA interferase HicA [EC:3.1.-.-],K07339
3_352,K18843,antitoxin HicB,K18843
3_353,3_353,,none
3_354,K09803,uncharacterized protein,K09803
3_355,K15773,HTH-type transcriptional regulator / antitoxin HipB,K15773
3_356,3_356,,none
3_357,3_357,,none
3_358,K18843,antitoxin HicB,K18843
3_359,K06218,mRNA interferase RelE/StbE,K06218
3_36,K03625,transcription antitermination protein NusB,K03625
3_360,K20112,"PTS system, galactose-specific IIA component [EC:2.7.1.204]",K20112
3_361,K18831,HTH-type transcriptional regulator / antitoxin HigA,K18831
3_362,3_362,,none
3_363,K00383,glutathione reductase (NADPH) [EC:1.8.1.7],K00383
3_364,K03574,8-oxo-dGTP diphosphatase [EC:3.6.1.55],K03574
3_365,K02294,beta-carotene hydroxylase [EC:1.14.13.-],K02294
3_366,3_366,,none
3_367,K21023,diguanylate cyclase [EC:2.7.7.65],K21023
3_368,K16913,"proline-, glutamic acid- and leucine-rich protein 1",K16913
3_369,3_369,,none
3_37,3_37,,none
3_370,K01652,acetolactate synthase I/II/III large subunit [EC:2.2.1.6],K01652
3_371,K07496,putative transposase,K07496
3_372,K00615,transketolase [EC:2.2.1.1],K00615
3_373,K07058,membrane protein,K07058
3_374,K02563,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227],K02563
3_375,3_375,,none
3_376,K06946,uncharacterized protein,K06946
3_377,K15181,negative elongation factor C/D,K15181
3_378,K22129,D-threonate/D-erythronate kinase [EC:2.7.1.219 2.7.1.220],K22129
3_379,K02887,large subunit ribosomal protein L20,K02887
3_38,K18890,"ATP-binding cassette, subfamily B, multidrug efflux pump",K18890
3_380,K02916,large subunit ribosomal protein L35,K02916
3_381,3_381,,none
3_382,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
3_383,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
3_384,K01897,long-chain acyl-CoA synthetase [EC:6.2.1.3],K01897
3_385,K06649,regulatory protein SWI4,K06649
3_386,K02479,"two-component system, NarL family, response regulator",K02479
3_387,K10716,voltage-gated potassium channel,K10716
3_388,K11472,glycolate oxidase FAD binding subunit,K11472
3_389,K11473,glycolate oxidase iron-sulfur subunit,K11473
3_39,K13490,"two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE",K13490
3_390,K03748,SanA protein,K03748
3_391,3_391,,none
3_392,K08952,chlorosome envelope protein I,K08952
3_393,K15738,ABC transport system ATP-binding/permease protein,K15738
3_394,3_394,,none
3_395,K07636,"two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]",K07636
3_396,K02238,competence protein ComEC,K02238
3_397,3_397,,none
3_398,K00104,glycolate oxidase [EC:1.1.3.15],K00104
3_399,K06997,PLP dependent protein,K06997
3_4,NET48333.1,Uma2 family endonuclease,none
3_40,K11753,riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2],K11753
3_400,K14518,PII interaction protein X,K14518
3_401,K11780,"7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase [EC:4.3.1.32]",K11780
3_402,K15977,putative oxidoreductase,K15977
3_403,K10680,N-ethylmaleimide reductase [EC:1.-.-.-],K10680
3_404,K02371,enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9],K02371
3_405,K07778,"two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]",K07778
3_406,K16164,acylpyruvate hydrolase [EC:3.7.1.5],K16164
3_407,K02990,small subunit ribosomal protein S6,K02990
3_408,3_408,,none
3_409,K06941,23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192],K06941
3_41,K00703,starch synthase [EC:2.4.1.21],K00703
3_410,K09667,protein O-GlcNAc transferase [EC:2.4.1.255],K09667
3_411,K14590,cap2 methyltransferase [EC:2.1.1.296],K14590
3_412,K00185,"prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit",K00185
3_413,K06460,CD9 antigen,K06460
3_414,3_414,,none
3_415,K18534,MPBQ/MSBQ methyltransferase [EC:2.1.1.295],K18534
3_416,3_416,,none
3_417,K00480,salicylate hydroxylase [EC:1.14.13.1],K00480
3_418,3_418,,none
3_419,K08884,"serine/threonine protein kinase, bacterial [EC:2.7.11.1]",K08884
3_42,K05585,NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2],K05585
3_420,K08884,"serine/threonine protein kinase, bacterial [EC:2.7.11.1]",K08884
3_43,K02710,photosystem II PsbI protein,K02710
3_44,K04744,LPS-assembly protein,K04744
3_45,K02959,small subunit ribosomal protein S16,K02959
3_46,K06960,uncharacterized protein,K06960
3_47,K00748,lipid-A-disaccharide synthase [EC:2.4.1.182],K00748
3_48,K04772,serine protease DegQ [EC:3.4.21.-],K04772
3_49,K03327,"multidrug resistance protein, MATE family",K03327
3_5,K02954,small subunit ribosomal protein S14,K02954
3_50,K00577,tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86],K00577
3_51,3_51,,none
3_52,K08696,carbon dioxide concentrating mechanism protein CcmK,K08696
3_53,K08696,carbon dioxide concentrating mechanism protein CcmK,K08696
3_54,K07450,putative resolvase,K07450
3_55,K13444,formylglycine-generating enzyme [EC:1.8.3.7],K13444
3_56,K03455,"monovalent cation:H+ antiporter-2, CPA2 family",K03455
3_57,K12451,"3,5-epimerase/4-reductase [EC:5.1.3.- 1.1.1.-]",K12451
3_58,K16669,protocadherin Fat 4,K16669
3_59,K12385,Niemann-Pick C1 protein,K12385
3_6,K06379,stage II sporulation protein AB (anti-sigma F factor) [EC:2.7.11.1],K06379
3_60,3_60,,none
3_61,3_61,,none
3_62,K02919,large subunit ribosomal protein L36,K02919
3_63,K09935,uncharacterized protein,K09935
3_64,K03631,DNA repair protein RecN (Recombination protein N),K03631
3_65,3_65,,none
3_66,K00919,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148],K00919
3_67,K15503,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,K15503
3_68,3_68,,none
3_69,K03531,cell division protein FtsZ,K03531
3_7,K00684,leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6],K00684
3_70,K03839,flavodoxin I,K03839
3_71,3_71,,none
3_72,K00457,4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27],K00457
3_73,K00005,glycerol dehydrogenase [EC:1.1.1.6],K00005
3_74,3_74,,none
3_75,K02637,cytochrome b6-f complex subunit 4,K02637
3_76,K02635,cytochrome b6,K02635
3_77,K00891,shikimate kinase [EC:2.7.1.71],K00891
3_78,3_78,,none
3_79,K05383,CpeT protein,K05383
3_8,K03389,heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6],K03389
3_80,K00254,dihydroorotate dehydrogenase [EC:1.3.5.2],K00254
3_81,K08368,"MFS transporter, putative metabolite transport protein",K08368
3_82,K07679,"two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]",K07679
3_83,K06917,tRNA 2-selenouridine synthase [EC:2.9.1.-],K06917
3_84,K13963,serpin B,K13963
3_85,K03561,biopolymer transport protein ExbB,K03561
3_86,K03559,biopolymer transport protein ExbD,K03559
3_87,K17978,nuclear migration protein NUM1,K17978
3_88,K07114,Ca-activated chloride channel homolog,K07114
3_89,K04049,type III secretion protein B,K04049
3_9,K02234,cobalamin biosynthesis protein CobW,K02234
3_90,K06218,mRNA interferase RelE/StbE,K06218
3_91,K09667,protein O-GlcNAc transferase [EC:2.4.1.255],K09667
3_92,K02040,phosphate transport system substrate-binding protein,K02040
3_93,K02037,phosphate transport system permease protein,K02037
3_94,K02038,phosphate transport system permease protein,K02038
3_95,K02036,phosphate transport system ATP-binding protein [EC:7.3.2.1],K02036
3_96,3_96,,none
3_97,K14394,low molecular weight phosphotyrosine protein phosphatase [EC:3.1.3.2 3.1.3.48],K14394
3_98,K13500,chondroitin synthase [EC:2.4.1.175 2.4.1.226],K13500
3_99,K10301,F-box protein 21,K10301
30_1,30_1,,none
30_10,K01972,DNA ligase (NAD+) [EC:6.5.1.2],K01972
30_100,K03087,RNA polymerase nonessential primary-like sigma factor,K03087
30_101,K02409,flagellar M-ring protein FliF,K02409
30_102,K03699,putative hemolysin,K03699
30_103,K07080,uncharacterized protein,K07080
30_104,K01358,"ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]",K01358
30_105,K00958,sulfate adenylyltransferase [EC:2.7.7.4],K00958
30_106,K22684,metacaspase-1 [EC:3.4.22.-],K22684
30_107,30_107,,none
30_108,K02669,twitching motility protein PilT,K02669
30_109,K06946,uncharacterized protein,K06946
30_11,K01091,phosphoglycolate phosphatase [EC:3.1.3.18],K01091
30_110,K01687,dihydroxy-acid dehydratase [EC:4.2.1.9],K01687
30_111,K07822,archaeal flagellar protein FlaC,K07822
30_112,K07111,uncharacterized protein,K07111
30_113,K03496,chromosome partitioning protein,K03496
30_114,K01895,acetyl-CoA synthetase [EC:6.2.1.1],K01895
30_115,K16202,dipeptide transport system ATP-binding protein,K16202
30_116,K01436,amidohydrolase [EC:3.5.1.-],K01436
30_117,K02338,DNA polymerase III subunit beta [EC:2.7.7.7],K02338
30_118,K03321,"sulfate permease, SulP family",K03321
30_119,K14318,nuclear pore complex protein Nup88,K14318
30_12,K00789,S-adenosylmethionine synthetase [EC:2.5.1.6],K00789
30_120,K07496,putative transposase,K07496
30_121,K07450,putative resolvase,K07450
30_122,K15537,alkylglycerol monooxygenase [EC:1.14.16.5],K15537
30_123,K16095,bacitracin synthase 3,K16095
30_124,K21764,sperm-associated antigen 5,K21764
30_125,K01406,serralysin [EC:3.4.24.40],K01406
30_126,K07496,putative transposase,K07496
30_127,K01286,D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4],K01286
30_128,K01126,glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46],K01126
30_129,30_129,,none
30_13,K00464,"all-trans-8'-apo-beta-carotenal 15,15'-oxygenase [EC:1.13.11.75]",K00464
30_130,30_130,,none
30_131,30_131,,none
30_14,30_14,,none
30_15,30_15,,none
30_16,K22468,polyphosphate kinase [EC:2.7.4.1],K22468
30_17,K18814,putative inorganic carbon (hco3(-)) transporter,K18814
30_18,K00677,UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129],K00677
30_19,K00748,lipid-A-disaccharide synthase [EC:2.4.1.182],K00748
30_2,30_2,,none
30_20,K00568,2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64],K00568
30_21,30_21,,none
30_22,K18169,"tetratricopeptide repeat protein 19, mitochondrial",K18169
30_23,30_23,,none
30_24,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
30_25,K14397,cleavage and polyadenylation specificity factor subunit 5,K14397
30_26,K19519,transforming growth factor-beta-induced protein,K19519
30_27,K03608,cell division topological specificity factor,K03608
30_28,K03609,septum site-determining protein MinD,K03609
30_29,K03610,septum site-determining protein MinC,K03610
30_3,K14670,aromatase,K14670
30_30,K04083,molecular chaperone Hsp33,K04083
30_31,K10112,multiple sugar transport system ATP-binding protein,K10112
30_32,K10804,acyl-CoA thioesterase I [EC:3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5],K10804
30_33,K03671,thioredoxin 1,K03671
30_34,30_34,,none
30_35,K02946,small subunit ribosomal protein S10,K02946
