yourlist:M20210906A084FC58F6BBA219896F365D15F2EB441956986	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (GO)	Gene ontology IDs
WP_007308351.1	T2IIN6	T2IIN6_CROWT	unreviewed	Uncharacterized protein	CWATWH8502_3729	Crocosphaera watsonii WH 8502	84		
WP_007308351.1	T2IQC1	T2IQC1_CROWT	unreviewed	Uncharacterized protein	CWATWH0005_5607	Crocosphaera watsonii WH 0005	84		
WP_008278448.1	A3IYI2	A3IYI2_9CHRO	unreviewed	Uncharacterized protein	CY0110_26954	Crocosphaera chwakensis CCY0110	64		
WP_021834315.1	T2J3N1	T2J3N1_CROWT	unreviewed	Transposase	CWATWH0401_4284	Crocosphaera watsonii WH 0401	421	DNA binding [GO:0003677]; DNA recombination [GO:0006310]; transposition [GO:0032196]	GO:0003677; GO:0006310; GO:0032196
WP_002803525.1	A0A0F6RLX3	A0A0F6RLX3_MICAE	unreviewed	Glutaredoxin	MYAER_2735	Microcystis aeruginosa NIES-2549	86	cytoplasm [GO:0005737]; electron transfer activity [GO:0009055]; protein disulfide oxidoreductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]	GO:0005737; GO:0009055; GO:0015035; GO:0045454
WP_002803525.1	A0A1V4BXW6	A0A1V4BXW6_MICAE	unreviewed	Glutaredoxin	B1L04_09470	Microcystis aeruginosa KW	86	cytoplasm [GO:0005737]; electron transfer activity [GO:0009055]; protein disulfide oxidoreductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]	GO:0005737; GO:0009055; GO:0015035; GO:0045454
WP_002803525.1	A0A3G9JNV2	A0A3G9JNV2_MICVR	unreviewed	Glutaredoxin	myaer102_41870	Microcystis viridis NIES-102	86	cytoplasm [GO:0005737]; electron transfer activity [GO:0009055]; protein disulfide oxidoreductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]	GO:0005737; GO:0009055; GO:0015035; GO:0045454
WP_002803525.1	A0A510PLC4	A0A510PLC4_MICAE	unreviewed	Glutaredoxin	MAE30S32_31810	Microcystis aeruginosa 11-30S32	86	cytoplasm [GO:0005737]; electron transfer activity [GO:0009055]; protein disulfide oxidoreductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]	GO:0005737; GO:0009055; GO:0015035; GO:0045454
WP_002803525.1	A0A5A5RFJ1	A0A5A5RFJ1_MICAE	unreviewed	Glutaredoxin	MiTe_02155	Microcystis aeruginosa NIES-2520	86	cytoplasm [GO:0005737]; electron transfer activity [GO:0009055]; protein disulfide oxidoreductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]	GO:0005737; GO:0009055; GO:0015035; GO:0045454
WP_002803525.1	A0A5A5RV83	A0A5A5RV83_MICAE	unreviewed	Glutaredoxin	MiTs_00895	Microcystis aeruginosa NIES-2521	86	cytoplasm [GO:0005737]; electron transfer activity [GO:0009055]; protein disulfide oxidoreductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]	GO:0005737; GO:0009055; GO:0015035; GO:0045454
WP_002803525.1	A0A6H9FST4	A0A6H9FST4_MICAE	unreviewed	Glutaredoxin	NIES3787_19130	Microcystis aeruginosa NIES-3787	86	cytoplasm [GO:0005737]; electron transfer activity [GO:0009055]; protein disulfide oxidoreductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]	GO:0005737; GO:0009055; GO:0015035; GO:0045454
WP_002803525.1	B0JQ91	B0JQ91_MICAN	unreviewed	Glutaredoxin	MAE_07280	Microcystis aeruginosa (strain NIES-843)	86	cytoplasm [GO:0005737]; electron transfer activity [GO:0009055]; protein disulfide oxidoreductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]	GO:0005737; GO:0009055; GO:0015035; GO:0045454
WP_002803525.1	I4IU87	I4IU87_MICAE	unreviewed	Glutaredoxin	grxC MICAK_3590003	Microcystis aeruginosa PCC 9701	86	cytoplasm [GO:0005737]; electron transfer activity [GO:0009055]; protein disulfide oxidoreductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]	GO:0005737; GO:0009055; GO:0015035; GO:0045454
WP_071103062.1	A0A1D9FW36	A0A1D9FW36_9CYAN	unreviewed	HNH endonuclease	BJP36_06265	Moorea producens JHB	424	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0004519
WP_007308443.1	Q4BUZ2	Q4BUZ2_CROWT	unreviewed	Cyanophycinase (EC 3.4.15.6)	CwatDRAFT_0475	Crocosphaera watsonii WH 8501	287	serine-type peptidase activity [GO:0008236]	GO:0008236
WP_007308443.1	T2I6T6	T2I6T6_CROWT	unreviewed	Cyanophycinase (EC 3.4.15.6)	CWATWH8502_2940	Crocosphaera watsonii WH 8502	287	carboxypeptidase activity [GO:0004180]; serine-type peptidase activity [GO:0008236]	GO:0004180; GO:0008236
WP_007308443.1	T2J9B7	T2J9B7_CROWT	unreviewed	Cyanophycinase (EC 3.4.15.6)	CWATWH0401_1955	Crocosphaera watsonii WH 0401	287	carboxypeptidase activity [GO:0004180]; serine-type peptidase activity [GO:0008236]	GO:0004180; GO:0008236
XP_002506689.1	C1EIZ7	C1EIZ7_MICCC	unreviewed	Uncharacterized protein	MICPUN_64757	Micromonas commoda (strain RCC299 / NOUM17 / CCMP2709) (Picoplanktonic green alga)	720		
WP_015955072.1	B7KBB9	B7KBB9_GLOC7	unreviewed	Uma2 domain-containing protein	PCC7424_3073	Gloeothece citriformis (strain PCC 7424) (Cyanothece sp. (strain PCC 7424))	243		
WP_009543087.1	B1WZA4	B1WZA4_CROS5	unreviewed	Uncharacterized protein	cce_0118	Crocosphaera subtropica (strain ATCC 51142 / BH68) (Cyanothece sp. (strain ATCC 51142))	120		
WP_008275601.1	A3IQD5	A3IQD5_9CHRO	unreviewed	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	rpiA CY0110_11322	Crocosphaera chwakensis CCY0110	233	"ribose-5-phosphate isomerase activity [GO:0004751]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]"	GO:0004751; GO:0009052
WP_007305296.1	Q4C4E1	Q4C4E1_CROWT	unreviewed	Similar to Nucleoside-diphosphate-sugar epimerases	CwatDRAFT_4086	Crocosphaera watsonii WH 8501	328	catalytic activity [GO:0003824]	GO:0003824
WP_021829731.1	T2I8R4	T2I8R4_CROWT	unreviewed	Nodulation protein nolO	CWATWH8502_1932	Crocosphaera watsonii WH 8502	612	catalytic activity [GO:0003824]; biosynthetic process [GO:0009058]	GO:0003824; GO:0009058
WP_009543769.1	B1WRQ9	SYDND_CROS5	reviewed	Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS)	aspS cce_4152	Crocosphaera subtropica (strain ATCC 51142 / BH68) (Cyanothece sp. (strain ATCC 51142))	598	cytoplasm [GO:0005737]; aspartate-tRNA ligase activity [GO:0004815]; aspartate-tRNA(Asn) ligase activity [GO:0050560]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; aspartyl-tRNA aminoacylation [GO:0006422]	GO:0003676; GO:0004815; GO:0005524; GO:0005737; GO:0006422; GO:0050560
WP_029579400.1	A0A0H4WHK8	A0A0H4WHK8_9BORD	unreviewed	ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	bioC_2 bioD ACR54_01409	Bordetella hinzii	459	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; dethiobiotin synthase activity [GO:0004141]; magnesium ion binding [GO:0000287]; methyltransferase activity [GO:0008168]; biotin biosynthetic process [GO:0009102]; methylation [GO:0032259]	GO:0000287; GO:0004141; GO:0005524; GO:0005737; GO:0008168; GO:0009102; GO:0032259
WP_015183608.1	K9WIW1	K9WIW1_9CYAN	unreviewed	1-acyl-sn-glycerol-3-phosphate acyltransferase	Mic7113_3748	Microcoleus sp. PCC 7113	313	"transferase activity, transferring acyl groups [GO:0016746]"	GO:0016746
WP_006667877.1	A0A6H2AMU8	A0A6H2AMU8_LIMFS	unreviewed	Class I SAM-dependent methyltransferase	HFV01_23835	Limnospira fusiformis SAG 85.79	225	S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; methylation [GO:0032259]	GO:0008757; GO:0032259
WP_006667877.1	B5VUP9	B5VUP9_LIMMA	unreviewed	Methyltransferase type 11	AmaxDRAFT_0030	Arthrospira maxima CS-328	225	S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; methylation [GO:0032259]	GO:0008757; GO:0032259
WP_006667877.1	H1WLV2	H1WLV2_9CYAN	unreviewed	Putative Methyltransferase type 11 (EC 2.1.1.-)	ARTHRO_850031	Limnospira indica PCC 8005	225	S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; methylation [GO:0032259]	GO:0008757; GO:0032259
WP_069969379.1	A0A1E5QEE9	A0A1E5QEE9_9CYAN	unreviewed	PEP-CTERM domain-containing protein	BH720_22030	Desertifilum sp. IPPAS B-1220	235		
WP_008277241.1	A3IV35	A3IV35_9CHRO	unreviewed	Hydrolase_4 domain-containing protein	CY0110_11262	Crocosphaera chwakensis CCY0110	265		
WP_046662486.1	A0A0F6U5L3	A0A0F6U5L3_MICAE	unreviewed	Uncharacterized protein	MYAER_2794	Microcystis aeruginosa NIES-2549	150		
WP_015121532.1	K9RL28	K9RL28_9CYAN	unreviewed	Putative phosphatase	Riv7116_5610	Rivularia sp. PCC 7116	262		
WP_035151591.1	A0A0T7BQ13	A0A0T7BQ13_9CYAN	unreviewed	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD (EC 6.3.5.13) (Lipid II isoglutaminyl synthase glutaminase subunit) (EC 3.5.1.2)	gatD IJ00_07515	Calothrix sp. 336/3	264	carbon-nitrogen ligase activity on lipid II [GO:0140282]; glutaminase activity [GO:0004359]; cell wall organization [GO:0071555]; cobalamin biosynthetic process [GO:0009236]; glutamine metabolic process [GO:0006541]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	GO:0004359; GO:0006541; GO:0008360; GO:0009236; GO:0009252; GO:0071555; GO:0140282
WP_069474618.1	A0A1E4QFM4	A0A1E4QFM4_MICAE	unreviewed	Dolichyl-phosphate-mannose--protein mannosyltransferase (EC 2.4.1.109)	BFG60_2264	Microcystis aeruginosa NIES-98	437	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; dolichyl-phosphate-mannose-protein mannosyltransferase activity [GO:0004169]	GO:0004169; GO:0005886; GO:0016021
WP_069474618.1	A0A3N0VP74	A0A3N0VP74_MICAE	unreviewed	Dolichyl-phosphate-mannose--protein mannosyltransferase (EC 2.4.1.109)	ED562_21755	Microcystis aeruginosa FACHB-524	437	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; dolichyl-phosphate-mannose-protein mannosyltransferase activity [GO:0004169]	GO:0004169; GO:0005886; GO:0016021
WP_021833197.1	T2ITY6	T2ITY6_CROWT	unreviewed	Uncharacterized protein	CWATWH0005_5751	Crocosphaera watsonii WH 0005	812		
WP_021833197.1	T2JUH4	T2JUH4_CROWT	unreviewed	Uncharacterized protein	CWATWH0402_5992	Crocosphaera watsonii WH 0402	812		
WP_073597795.1	A0A1U7HST7	A0A1U7HST7_9CYAN	unreviewed	Pyruvate dehydrogenase E1 component subunit alpha (EC 1.2.4.1)	pdhA NIES593_00945	Hydrococcus rivularis NIES-593	344	intracellular membrane-bounded organelle [GO:0043231]; pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739]; acetyl-CoA biosynthetic process from pyruvate [GO:0006086]	GO:0004739; GO:0006086; GO:0043231
WP_012594574.1	B7K3F8	B7K3F8_RIPO1	unreviewed	Response regulator receiver protein	PCC8801_1234	Rippkaea orientalis (strain PCC 8801) (Cyanothece sp. (strain PCC 8801))	122	phosphorelay signal transduction system [GO:0000160]	GO:0000160
WP_007308231.1	Q4BVN2	Q4BVN2_CROWT	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	CwatDRAFT_0326	Crocosphaera watsonii WH 8501	499	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	GO:0005524; GO:0016021; GO:0106310; GO:0106311
WP_015218705.1	K9Z1D3	K9Z1D3_CYAAP	unreviewed	Probable phosphoketolase (EC 4.1.2.-)	Cyan10605_0842	Cyanobacterium aponinum (strain PCC 10605)	801	aldehyde-lyase activity [GO:0016832]; carbohydrate metabolic process [GO:0005975]	GO:0005975; GO:0016832
WP_006631169.1	F5UCX3	F5UCX3_9CYAN	unreviewed	Alpha/beta hydrolase fold-containing protein	MicvaDRAFT_4007	Microcoleus vaginatus FGP-2	297	hydrolase activity [GO:0016787]	GO:0016787
WP_023069520.1	U7Q8U6	U7Q8U6_9CYAN	unreviewed	1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)	dxs M595_5837	Lyngbya aestuarii BL J	635	1-deoxy-D-xylulose-5-phosphate synthase activity [GO:0008661]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]; 1-deoxy-D-xylulose 5-phosphate biosynthetic process [GO:0052865]; terpenoid biosynthetic process [GO:0016114]; thiamine biosynthetic process [GO:0009228]	GO:0000287; GO:0008661; GO:0009228; GO:0016114; GO:0030976; GO:0052865
WP_058995702.1	A0A0P4UHN2	A0A0P4UHN2_9CYAN	unreviewed	Cell division inhibitor	NIES2104_07160	Leptolyngbya sp. NIES-2104	263	cell division [GO:0051301]	GO:0051301
WP_015142428.1	K9T0W7	K9T0W7_9CYAN	unreviewed	"Glycolate oxidase, subunit GlcD"	Ple7327_0690	Pleurocapsa sp. PCC 7327	493	glycolate oxidase complex [GO:0009339]; FAD binding [GO:0071949]; glycolate oxidase activity [GO:0008891]	GO:0008891; GO:0009339; GO:0071949
WP_015214109.1	K9ZE48	K9ZE48_ANACC	unreviewed	Serine/threonine protein kinase	Anacy_1976	Anabaena cylindrica (strain ATCC 27899 / PCC 7122)	514	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524
WP_073075168.1	A0A2T1D3Y6	A0A2T1D3Y6_9CYAN	unreviewed	Uncharacterized protein	C7B65_25025	Phormidesmis priestleyi ULC007	70		
WP_002743945.1	L8NVC5	L8NVC5_MICAE	unreviewed	Serine/threonine-protein kinase B (EC 2.7.11.1)	spkB C789_2285	Microcystis aeruginosa DIANCHI905	528	ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	GO:0005524; GO:0106310; GO:0106311
WP_026787381.1	A0A4P5ZBK9	A0A4P5ZBK9_PLAAG	unreviewed	PINc domain-containing protein	PA905_12320	Planktothrix agardhii CCAP 1459/11A	134	endoribonuclease activity [GO:0004521]	GO:0004521
WP_026797127.1	A0A4P5ZZT5	A0A4P5ZZT5_PLAAG	unreviewed	"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) (Thymidine diphospho-4-keto-rhamnose 3,5-epimerase)"	rfbC PA905_21800	Planktothrix agardhii CCAP 1459/11A	182	"dTDP-4-dehydrorhamnose 3,5-epimerase activity [GO:0008830]; dTDP-rhamnose biosynthetic process [GO:0019305]"	GO:0008830; GO:0019305
WP_024125290.1	V5V6B1	V5V6B1_9CYAN	unreviewed	Ferredoxin Fdx	fdx-2 NK55_08105	Thermosynechococcus sp. NK55a	160	electron transfer activity [GO:0009055]; iron-sulfur cluster binding [GO:0051536]	GO:0009055; GO:0051536
WP_068386166.1	A0A0S3U6V0	A0A0S3U6V0_9CYAN	unreviewed	Uncharacterized protein	LEP3755_37960	Leptolyngbya sp. NIES-3755	157	phycobilisome [GO:0030089]; photosynthesis [GO:0015979]; protein-chromophore linkage [GO:0018298]	GO:0015979; GO:0018298; GO:0030089
WP_015226940.1	P15788	FER_HALP7	reviewed	Ferredoxin	PCC7418_2938	Halothece sp. (strain PCC 7418) (Synechococcus sp. (strain PCC 7418))	99	"2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]"	GO:0009055; GO:0046872; GO:0051537
WP_011613800.1	Q10W96	Q10W96_TRIEI	unreviewed	Delta(12)-fatty acid dehydrogenase (EC 1.14.99.33)	Tery_4492	Trichodesmium erythraeum (strain IMS101)	357	"integral component of membrane [GO:0016021]; delta12-fatty acid dehydrogenase activity [GO:0016720]; oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water [GO:0016717]; lipid metabolic process [GO:0006629]"	GO:0006629; GO:0016021; GO:0016717; GO:0016720
WP_004162649.1	I4I1U9	I4I1U9_MICAE	unreviewed	Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	leuS MICAH_500010	Microcystis aeruginosa PCC 9809	850	cytoplasm [GO:0005737]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823]; leucyl-tRNA aminoacylation [GO:0006429]	GO:0002161; GO:0004823; GO:0005524; GO:0005737; GO:0006429
WP_007309651.1	G5J0Y9	G5J0Y9_CROWT	unreviewed	Calx-beta domain protein	CWATWH0003_1178	Crocosphaera watsonii WH 0003	195		
WP_002775453.1	I4GDD4	I4GDD4_MICAE	unreviewed	Similar to tr|P74535|P74535	MICAD_1430004	Microcystis aeruginosa PCC 7941	703		
WP_017311945.1	A0A4D9CEA8	A0A4D9CEA8_MASLA	unreviewed	Phosphate-specific transport system accessory protein PhoU	phoU BLD44_020575	Mastigocladus laminosus UU774	228	cytoplasm [GO:0005737]; cellular phosphate ion homeostasis [GO:0030643]; negative regulation of phosphate metabolic process [GO:0045936]; phosphate ion transport [GO:0006817]	GO:0005737; GO:0006817; GO:0030643; GO:0045936
WP_017311945.1	A0A4Q9J9S0	A0A4Q9J9S0_9CYAN	unreviewed	Phosphate-specific transport system accessory protein PhoU	B4U84_03460	Westiellopsis prolifica IICB1	228	cytoplasm [GO:0005737]; cellular phosphate ion homeostasis [GO:0030643]; negative regulation of phosphate metabolic process [GO:0045936]; phosphate ion transport [GO:0006817]	GO:0005737; GO:0006817; GO:0030643; GO:0045936
WP_012954346.1	D3EQA9	D3EQA9_ATETH	unreviewed	Putative S-layer protein	UCYN_09830	Atelocyanobacterium thalassa (isolate ALOHA)	598	integral component of membrane [GO:0016021]; porin activity [GO:0015288]; carbohydrate transport [GO:0008643]	GO:0008643; GO:0015288; GO:0016021
WP_006103742.1	B4VYP7	B4VYP7_9CYAN	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	MC7420_2558	Coleofasciculus chthonoplastes PCC 7420	580	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	GO:0005524; GO:0016021; GO:0106310; GO:0106311
WP_002779797.1	I4GMY1	I4GMY1_MICAE	unreviewed	Haloacetate dehalogenase H-1 (EC 3.8.1.3)	dehH MICAD_4210001	Microcystis aeruginosa PCC 7941	289	haloacetate dehalogenase activity [GO:0018785]	GO:0018785
WP_046660953.1	A0A0F6RJZ0	A0A0F6RJZ0_MICAE	unreviewed	Adenylate cyclase (EC 4.6.1.1)	MYAER_0683	Microcystis aeruginosa NIES-2549	157	adenylate cyclase activity [GO:0004016]	GO:0004016
WP_045870927.1	A0A0D6KQL1	A0A0D6KQL1_9CYAN	unreviewed	Pyridoxal-phosphate dependent enzyme	FDUTEX481_07825	Tolypothrix sp. PCC 7601	324	cysteine biosynthetic process from serine [GO:0006535]	GO:0006535
WP_045870927.1	A0A1Z4M5M0	A0A1Z4M5M0_MICDP	unreviewed	Cysteine synthase A	NIES3275_07730	Fremyella diplosiphon NIES-3275	324	cysteine biosynthetic process from serine [GO:0006535]	GO:0006535
WP_011611649.1	Q113P6	Q113P6_TRIEI	unreviewed	RTX toxins and related Ca2+-binding protein	Tery_2034	Trichodesmium erythraeum (strain IMS101)	1363	calcium ion binding [GO:0005509]	GO:0005509
WP_023076017.1	U9VYN0	U9VYN0_9CYAN	unreviewed	Probable membrane transporter protein	N836_22935	Leptolyngbya sp. Heron Island J	258	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	GO:0005886; GO:0016021
WP_066120850.1	A0A0D6AVA1	A0A0D6AVA1_9CHRO	unreviewed	Circadian clock protein KaiC	GM3709_3134	Geminocystis sp. NIES-3709	506	"ATP binding [GO:0005524]; DNA binding [GO:0003677]; magnesium ion binding [GO:0000287]; protein serine/threonine kinase activity [GO:0004674]; regulation of circadian rhythm [GO:0042752]; regulation of transcription, DNA-templated [GO:0006355]"	GO:0000287; GO:0003677; GO:0004674; GO:0005524; GO:0006355; GO:0042752
WP_008201386.1	A0A2P1UBB4	A0A2P1UBB4_9CHRO	unreviewed	Cysteine desufuration protein SufE	B5D77_01680	Microcystis sp. MC19	140		
WP_008201386.1	A0A5A5R0Q5	A0A5A5R0Q5_MICAE	unreviewed	Cysteine desulfuration protein SufE	sufE MiYa_00398	Microcystis aeruginosa NIES-2519	140		
WP_008201386.1	I4IDI0	I4IDI0_9CHRO	unreviewed	SufE domain-containing protein	MICAI_2530008	Microcystis sp. T1-4	140		
WP_002789477.1	I4HBP0	I4HBP0_MICAE	unreviewed	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB MICAF_5060001	Microcystis aeruginosa PCC 9807	265	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase-coupled phosphate ion transmembrane transporter activity [GO:0015415]; inorganic phosphate transmembrane transporter activity [GO:0005315]	GO:0005315; GO:0005524; GO:0005886; GO:0015415
WP_002781422.1	I4H1C0	I4H1C0_MICAE	unreviewed	Phosphate-binding protein	pstS MICAE_680006	Microcystis aeruginosa PCC 9806	373	ATP-binding cassette (ABC) transporter complex [GO:0043190]; phosphate ion binding [GO:0042301]; phosphate ion transmembrane transport [GO:0035435]	GO:0035435; GO:0042301; GO:0043190
WP_002757754.1	I4FJG4	I4FJG4_MICAE	unreviewed	"Peptidase M22, glycoprotease"	MICAB_1070001	Microcystis aeruginosa PCC 9717	200	peptidase activity [GO:0008233]; tRNA threonylcarbamoyladenosine modification [GO:0002949]	GO:0002949; GO:0008233
WP_002736400.1	A0A0F6U566	A0A0F6U566_MICAE	unreviewed	2TM domain-containing protein	MYAER_2333	Microcystis aeruginosa NIES-2549	165	integral component of membrane [GO:0016021]	GO:0016021
WP_002736400.1	A0A2H6BV12	A0A2H6BV12_MICAE	unreviewed	2TM domain-containing protein	NIES298_18990	Microcystis aeruginosa NIES-298	165		
WP_002736400.1	L7E4K7	L7E4K7_MICAE	unreviewed	2TM domain-containing protein	O53_2785	Microcystis aeruginosa TAIHU98	165	integral component of membrane [GO:0016021]	GO:0016021
WP_012626116.1	B8HUW9	B8HUW9_CYAP4	unreviewed	ABC transporter related	Cyan7425_0628	Cyanothece sp. (strain PCC 7425 / ATCC 29141)	567	ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]	GO:0005524; GO:0042626
WP_071105923.1	A0A1D9G4W3	A0A1D9G4W3_9CYAN	unreviewed	FAD-linked oxidase	BJP36_24860	Moorea producens JHB	447	FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]	GO:0016491; GO:0071949
