"","id","description","length","eValue","bitscore","simMean","GO_IDs","GO_terms","gene_id","gene_name","KO"
"868","15_136","WP_096590654.1",449,3.53e-206,582,80.62,"GO:0030145;GO:0070006","manganese ion binding; metalloaminopeptidase activity","K14213","Xaa-Pro dipeptidase [EC:3.4.13.9]","K14213"
"869","15_137","TAG91214.1",326,2.15e-159,453,86.81,"GO:0005524","ATP binding","K01990","ABC-2 type transport system ATP-binding protein","K01990"
"870","15_138","WP_190981276.1",247,1.18e-58,191,59.51,"GO:0006935;GO:0007165","chemotaxis; signal transduction","K13489","chemotaxis-related protein WspD","K13489"
"871","15_139","WP_007305296.1",328,5.69e-236,647,100,"GO:0003824","catalytic activity","K00091","dihydroflavonol-4-reductase [EC:1.1.1.219]","K00091"
"872","15_142","BBA79198.1",53,9.66e-25,90.9,88.68,"GO:0016021","integral component of membrane","K13644","choline/ethanolamine phosphotransferase [EC:2.7.8.1 2.7.8.2]","K13644"
"873","15_144","WP_021829731.1",612,0,1238,99.84,"GO:0009058;GO:0003824","biosynthetic process; catalytic activity;catalytic activity","K00612","carbamoyltransferase [EC:2.1.3.-]","K00612"
"874","15_147","WP_009543769.1",598,0,1127,97.66,"GO:0006422;GO:0003676;GO:0004815;GO:0005524;GO:0050560;GO:0005737;GO:0006418;GO:0000166;GO:0004812;GO:0016874","aspartyl-tRNA aminoacylation; nucleic acid binding; aspartate-tRNA ligase activity; ATP binding; aspartate-tRNA(Asn) ligase activity; cytoplasm;tRNA aminoacylation for protein translation; nucleotide binding; aminoacyl-tRNA ligase activity; ligase activity;cytoplasm;aspartate-tRNA ligase activity;aspartate-tRNA(Asn) ligase activity;ATP binding;nucleic acid binding","K01876","aspartyl-tRNA synthetase [EC:6.1.1.12]","K01876"
"875","15_148","WP_114728305.1",373,4.11e-107,325,67.29,"GO:0009102;GO:0008710;GO:0030170;GO:0009058;GO:0003824","biotin biosynthetic process; 8-amino-7-oxononanoate synthase activity; pyridoxal phosphate binding;biosynthetic process; biotin biosynthetic process; catalytic activity","K00652","8-amino-7-oxononanoate synthase [EC:2.3.1.47]","K00652"
"876","15_149","TVQ13004.1",206,8.11e-33,123,52.91,"GO:0016787","hydrolase activity","K19560","pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]","K19560"
"877","15_150","WP_029579400.1",252,1.29e-20,96.3,47.62,"GO:0009102;GO:0032259;GO:0000166;GO:0000287;GO:0004141;GO:0005524;GO:0008168;GO:0016740;GO:0016874;GO:0046872;GO:0005737","biotin biosynthetic process; methylation; nucleotide binding; magnesium ion binding; dethiobiotin synthase activity; ATP binding; methyltransferase activity; transferase activity; ligase activity; metal ion binding; cytoplasm;cytoplasm;ATP binding;dethiobiotin synthase activity;magnesium ion binding;methyltransferase activity;methylation","K02169","malonyl-CoA O-methyltransferase [EC:2.1.1.197]","K02169"
"878","15_154","NEP16416.1",502,1.36e-64,217,45.22,"GO:0009253;GO:0008745","peptidoglycan catabolic process; N-acetylmuramoyl-L-alanine amidase activity;N-acetylmuramoyl-L-alanine amidase activity","K01448","N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]","K01448"
"879","15_156","WP_024971145.1",211,3.12e-136,385,92.89,"GO:0098869;GO:0008379;GO:0016209;GO:0016491;GO:0051920","cellular oxidant detoxification; thioredoxin peroxidase activity; antioxidant activity; oxidoreductase activity; peroxiredoxin activity","K11188","peroxiredoxin 6, 1-Cys peroxiredoxin [EC:1.11.1.7 1.11.1.15 3.1.1.-]","K11188"
"880","15_157","NJM58146.1",77,8.4e-39,128,90.91,"GO:0006412;GO:0003735;GO:0005840","translation; structural constituent of ribosome; ribosome","K02902","large subunit ribosomal protein L28","K02902"
"881","15_158","MBD2304292.1",294,5.53e-149,424,80.61,"GO:0003824","catalytic activity","K05714","2-hydroxy-6-oxonona-2,4-dienedioate hydrolase [EC:3.7.1.14]","K05714"
"882","15_160","WP_015183608.1",62,7.22e-16,74.7,67.74,"GO:0016740;GO:0016746","transferase activity; acyltransferase activity;transferase activity, transferring acyl groups","K11160","diacylglycerol O-acyltransferase 2 [EC:2.3.1.20 2.3.1.75]","K11160"
"883","15_161","WP_006667877.1",219,1.69e-69,217,66.21,"GO:0008757;GO:0032259","S-adenosylmethionine-dependent methyltransferase activity;methylation","K21552","methyl halide transferase [EC:2.1.1.165]","K21552"
"884","15_161","WP_006667877.1",219,1.69e-69,217,66.21,"GO:0008757;GO:0032259","S-adenosylmethionine-dependent methyltransferase activity;methylation","K21552","methyl halide transferase [EC:2.1.1.165]","K21552"
"885","15_161","WP_006667877.1",219,1.69e-69,217,66.21,"GO:0008757;GO:0032259","S-adenosylmethionine-dependent methyltransferase activity;methylation","K21552","methyl halide transferase [EC:2.1.1.165]","K21552"
"886","16_4","WP_014275698.1",574,2.11e-240,680,72.65,"GO:0090304;GO:0003676;GO:0004519;GO:0003964","nucleic acid metabolic process; nucleic acid binding; endonuclease activity;nucleic acid binding;endonuclease activity;RNA-directed DNA polymerase activity","K00986","RNA-directed DNA polymerase [EC:2.7.7.49]","K00986"
"887","16_5","WP_041238639.1",369,2.4e-29,125,50.41,"GO:0055085","transmembrane transport","K03832","periplasmic protein TonB","K03832"
"888","16_7","NEO89849.1",544,0,899,89.15,"GO:0005975;GO:0000287;GO:0004614;GO:0071704;GO:0016868","carbohydrate metabolic process; magnesium ion binding; phosphoglucomutase activity; organic substance metabolic process; intramolecular transferase activity, phosphotransferases;magnesium ion binding;phosphoglucomutase activity","K01835","phosphoglucomutase [EC:5.4.2.2]","K01835"
"889","16_10","MBF2077170.1",399,3.52e-240,664,86.47,"GO:0006749;GO:0004364;GO:0005515","glutathione metabolic process; glutathione transferase activity; protein binding","K00799","glutathione S-transferase [EC:2.5.1.18]","K00799"
"890","16_13","PLX43933.1",363,1e-143,421,79.61,"GO:0006817;GO:0005315;GO:0016020;GO:0016021","phosphate ion transport; inorganic phosphate transmembrane transporter activity; membrane;integral component of membrane;inorganic phosphate transmembrane transporter activity","K03306","inorganic phosphate transporter, PiT family","K03306"
"891","16_17","NCR16547.1",261,3.38e-129,391,84.29,"GO:0005515","protein binding","K09667","protein O-GlcNAc transferase [EC:2.4.1.255]","K09667"
"892","16_19","MBN3896066.1",790,2.76e-305,871,74.05,"GO:0003677;GO:0003678;GO:0005524;GO:0016787","DNA binding; DNA helicase activity; ATP binding; hydrolase activity","K03657","DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]","K03657"
"893","16_20","TRU95237.1",292,1.46e-81,253,72.95,"GO:0055085;GO:0016021","transmembrane transport; integral component of membrane","K07088","uncharacterized protein","K07088"
"894","16_22","MBE9174596.1",313,6.02e-208,576,94.25,"GO:0009263;GO:0016491","deoxyribonucleotide biosynthetic process; oxidoreductase activity","K00526","ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]","K00526"
"895","16_23","WP_014275698.1",527,5.14e-157,463,62.43,"GO:0006278;GO:0090305;GO:0003676;GO:0003964;GO:0004519","RNA-dependent DNA biosynthetic process; nucleic acid phosphodiester bond hydrolysis; nucleic acid binding; RNA-directed DNA polymerase activity; endonuclease activity;endonuclease activity;nucleic acid binding;RNA-directed DNA polymerase activity","K00986","RNA-directed DNA polymerase [EC:2.7.7.49]","K00986"
"896","16_25","OEJ79874.1",36,3.46e-15,66.6,83.33,"GO:0016491","oxidoreductase activity","OEJ79874.1","ribonucleoside-diphosphate reductase","none"
"897","16_27","TVP59550.1",118,1.12e-37,130,72.88,"GO:0009579;GO:0016020;GO:0016021","thylakoid; membrane;integral component of membrane","TVP59550.1","hypothetical protein EA343_19790","none"
"898","16_31","MBA3921545.1",312,2.15e-71,228,57.05,"GO:0016788","hydrolase activity, acting on ester bonds","K12686","outer membrane lipase/esterase","K12686"
"899","16_32","TRU44175.1",451,3.83e-231,645,82.48,"GO:0006116;GO:0003954;GO:0016491","NADH oxidation; NADH dehydrogenase activity;oxidoreductase activity","K03885","NADH dehydrogenase [EC:1.6.99.3]","K03885"
"900","16_33","WP_169246439.1",712,0,1133,89.04,"GO:0006396;GO:0006402;GO:0003723;GO:0004654;GO:0003676","RNA processing; mRNA catabolic process; RNA binding; polyribonucleotide nucleotidyltransferase activity; nucleic acid binding","K00962","polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]","K00962"
"901","16_37","CCQ63868.1",78,1.58e-48,161,97.44,"GO:0006310;GO:0032196;GO:0003677","DNA recombination; transposition; DNA binding;DNA binding;transposition","K07496","putative transposase","K07496"
"902","16_38","HFS10002.1",279,2.6e-49,182,59.14,"GO:0006493;GO:0005515;GO:0016757","protein O-linked glycosylation; protein binding; glycosyltransferase activity","K09667","protein O-GlcNAc transferase [EC:2.4.1.255]","K09667"
"903","16_42","NER52734.1",298,8.81e-140,402,77.52,"GO:0016787","hydrolase activity","K07096","uncharacterized protein","K07096"
"904","16_45","TRV43608.1",689,0,935,81.13,"GO:0007165;GO:0016310;GO:0000155;GO:0005515;GO:0016772","signal transduction; phosphorylation; phosphorelay sensor kinase activity; protein binding; transferase activity, transferring phosphorus-containing groups","K07636","two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]","K07636"
"905","16_46","MBW4447141.1",244,3.7e-157,441,94.26,"GO:0000160;GO:0006355;GO:0003677","phosphorelay signal transduction system; regulation of transcription, DNA-templated; DNA binding","K10697","two-component system, OmpR family, response regulator RpaA","K10697"
"906","16_47","WP_190524017.1",581,1.87e-225,640,72.46,"GO:0006298;GO:0005524;GO:0016887;GO:0030983;GO:0032300","mismatch repair; ATP binding; ATP hydrolysis activity; mismatched DNA binding; mismatch repair complex","K03572","DNA mismatch repair protein MutL","K03572"
"907","16_48","CCQ53897.1",297,2.11e-212,593,100,"GO:0016491","oxidoreductase activity","K00109","2-hydroxyglutarate dehydrogenase [EC:1.1.99.2]","K00109"
"908","16_52","XP_002506689.1",401,1.06e-98,315,64.34,"GO:0005515","protein binding","K10260","F-box and WD-40 domain protein 7","K10260"
"909","16_53","OBQ36556.1",326,5.29e-173,488,83.44,"GO:0047834;GO:0016491","D-threo-aldose 1-dehydrogenase activity;oxidoreductase activity; D-threo-aldose 1-dehydrogenase activity","K05275","pyridoxine 4-dehydrogenase [EC:1.1.1.65]","K05275"
"910","16_56","WP_106237760.1",232,7.12e-133,377,89.22,"GO:0046654;GO:0003934","tetrahydrofolate biosynthetic process; GTP cyclohydrolase I activity","K01495","GTP cyclohydrolase IA [EC:3.5.4.16]","K01495"
"911","16_59","CCI19865.1",319,8.39e-179,503,84.64,"GO:0002943;GO:0000049;GO:0010181;GO:0050660;GO:0102264;GO:0008033;GO:0003824;GO:0017150","tRNA dihydrouridine synthesis; tRNA binding; FMN binding; flavin adenine dinucleotide binding; tRNA-dihydrouridine20 synthase activity; tRNA processing; catalytic activity; tRNA dihydrouridine synthase activity;flavin adenine dinucleotide binding;FMN binding;tRNA binding;tRNA-dihydrouridine20 synthase activity","K05539","tRNA-dihydrouridine synthase A [EC:1.-.-.-]","K05539"
"912","16_62","REJ48932.1",396,3.55e-237,655,86.11,"GO:0016740","transferase activity","K09919","uncharacterized protein","K09919"
"913","16_63","WP_191756814.1",225,1.31e-82,250,72.89,"GO:0009231;GO:0008703","riboflavin biosynthetic process; 5-amino-6-(5-phosphoribosylamino)uracil reductase activity","K00082","5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]","K00082"
"914","16_68","NEO98918.1",364,4.28e-112,370,70.05,"GO:0005515","protein binding","K15837","G-protein signaling modulator 2","K15837"
"915","16_72","NJM72938.1",368,5.22e-208,580,87.77,"GO:0003824","catalytic activity","K13010","perosamine synthetase [EC:2.6.1.102]","K13010"
"916","16_75","RYE27029.1",270,1.45e-09,63.9,43.33,"GO:0016020;GO:0016021","membrane; integral component of membrane;integral component of membrane","RYE27029.1","hypothetical protein EOP42_19860","none"
"917","16_77","HBE33292.1",368,1.42e-55,194,54.62,"GO:0005515","protein binding","K11444","two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]","K11444"
"918","16_78","MBP0007715.1",126,7.33e-56,175,86.51,"GO:0000160","phosphorelay signal transduction system","K02658","twitching motility two-component system response regulator PilH","K02658"
"919","16_79","HAG81972.1",354,2.45e-105,337,68.64,"GO:0007165;GO:0016310;GO:0000155;GO:0016772","signal transduction; phosphorylation; phosphorelay sensor kinase activity; transferase activity, transferring phosphorus-containing groups","K07651","two-component system, OmpR family, sensor histidine kinase ResE [EC:2.7.13.3]","K07651"
"920","16_80","WP_002795280.1",120,1.84e-36,131,78.33,"GO:0046872","metal ion binding","K23222","nuclease HARBI1 [EC:3.1.-.-]","K23222"
"921","16_82","HBE18860.1",967,1.64e-186,592,55.22,"GO:0018298;GO:0005515;GO:0007165;GO:0016021","protein-chromophore linkage; protein binding;integral component of membrane;signal transduction","K11525","methyl-accepting chemotaxis protein PixJ","K11525"
"922","16_83","WP_213504960.1",203,1.59e-80,244,73.4,"GO:0003676","nucleic acid binding","K07494","putative transposase","K07494"
"923","16_85","NEO58077.1",254,2.94e-17,85.1,42.13,"GO:0016020;GO:0016021","membrane; integral component of membrane;integral component of membrane","K12284","MSHA biogenesis protein MshN","K12284"
"924","16_86","BAZ50546.1",379,5.26e-168,482,77.31,"GO:0009987;GO:0003677;GO:0006310;GO:0032196","cellular process;DNA binding;DNA recombination;transposition","K07496","putative transposase","K07496"
"925","16_88","WP_035151591.1",254,2.18e-139,397,84.25,"GO:0006541;GO:0008360;GO:0009236;GO:0071555;GO:0004359;GO:0140282;GO:0003824;GO:0009252","glutamine metabolic process; regulation of cell shape; cobalamin biosynthetic process; cell wall organization; glutaminase activity; carbon-nitrogen ligase activity on lipid II;cobalamin biosynthetic process; catalytic activity;carbon-nitrogen ligase activity on lipid II;glutaminase activity;cell wall organization;peptidoglycan biosynthetic process;regulation of cell shape","K07009","lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]","K07009"
"926","16_89","WP_206758115.1",375,2.4e-151,438,80,"GO:0016021","integral component of membrane","K11720","lipopolysaccharide export system permease protein","K11720"
"927","16_90","NJN74432.1",237,8.31e-122,351,87.34,"GO:0055085;GO:0005524;GO:0043190","transmembrane transport; ATP binding; ATP-binding cassette (ABC) transporter complex","K06861","lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]","K06861"
"928","16_93","BAM54579.1",1233,5.51e-291,860,56.93,"GO:0006355;GO:0005515","regulation of transcription, DNA-templated; protein binding","K21023","diguanylate cyclase [EC:2.7.7.65]","K21023"
"929","16_94","WP_069474618.1",385,2.08e-127,379,71.69,"GO:0006493;GO:0097502;GO:0000030;GO:0016020;GO:0004169;GO:0005886;GO:0016021","protein O-linked glycosylation; mannosylation; mannosyltransferase activity; membrane;integral component of membrane;plasma membrane;dolichyl-phosphate-mannose-protein mannosyltransferase activity","K00728","dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]","K00728"
"930","16_94","WP_069474618.1",385,2.08e-127,379,71.69,"GO:0006493;GO:0097502;GO:0000030;GO:0016020;GO:0004169;GO:0005886;GO:0016021","protein O-linked glycosylation; mannosylation; mannosyltransferase activity; membrane;integral component of membrane;plasma membrane;dolichyl-phosphate-mannose-protein mannosyltransferase activity","K00728","dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]","K00728"
"931","16_104","WP_073597795.1",343,3.14e-218,603,91.84,"GO:0006086;GO:0004739;GO:0043231;GO:0016624","acetyl-CoA biosynthetic process from pyruvate; pyruvate dehydrogenase (acetyl-transferring) activity; intracellular membrane-bounded organelle; oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor;intracellular membrane-bounded organelle;pyruvate dehydrogenase (acetyl-transferring) activity","K00161","pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]","K00161"
"932","16_106","WP_017315445.1",55,4.26e-18,74.7,81.82,"GO:0006412;GO:0003735;GO:0005840","translation; structural constituent of ribosome; ribosome","K02970","small subunit ribosomal protein S21","K02970"
"933","16_107","WP_012594574.1",122,3.24e-54,170,80.33,"GO:0000160","phosphorelay signal transduction system","K02658","twitching motility two-component system response regulator PilH","K02658"
"934","16_109","NJO40307.1",462,5.12e-135,401,67.53,"GO:0016021","integral component of membrane","K03101","signal peptidase II [EC:3.4.23.36]","K03101"
