	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED]	9_26	WP_025521037.1	519	1	1.98E-7	52.58						G3DSA:3.40.50.150 (GENE3D); IPR025714 (PFAM); cd02440 (CDD); IPR029063 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	9_27	MBJ7327399.1	711	1	1.16E-98	77.78	2	F:GO:0008483; F:GO:0030170	F:transaminase activity; F:pyridoxal phosphate binding			IPR015421 (G3DSA:3.40.640.GENE3D); IPR005814 (PFAM); PTHR45688 (PANTHER); IPR005814 (CDD); IPR015424 (SUPERFAMILY)	F:GO:0003824; F:GO:0008483; F:GO:0030170	F:catalytic activity; F:transaminase activity; F:pyridoxal phosphate binding
true	[INTERPRO, BLASTED, ANNOTATED]	9_28	MBM3863322.1	453	1	2.98E-58	76.92	2	F:GO:0008483; F:GO:0030170	F:transaminase activity; F:pyridoxal phosphate binding			IPR015421 (G3DSA:3.40.640.GENE3D); IPR005814 (PFAM); PTHR45688:SF3 (PANTHER); PTHR45688 (PANTHER); IPR015424 (SUPERFAMILY)	F:GO:0003824; F:GO:0008483; F:GO:0030170	F:catalytic activity; F:transaminase activity; F:pyridoxal phosphate binding
true	[INTERPRO, BLASTED, ANNOTATED]	9_29	WP_193745190.1	1737	1	0.0	88.93	3	P:GO:0006313; F:GO:0003677; F:GO:0004803	P:transposition, DNA-mediated; F:DNA binding; F:transposase activity			IPR002559 (PFAM); PTHR34614 (PANTHER); IPR012337 (SUPERFAMILY)	P:GO:0006313; F:GO:0003677; F:GO:0004803	P:transposition, DNA-mediated; F:DNA binding; F:transposase activity
true	[INTERPRO, BLASTED]	9_30	WP_215610783.1	525	1	1.86E-13	53.9						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	9_31	MBF6595832.1	1773	1	1.28E-194	72.38						PR01210 (PRINTS); PF01019 (PFAM); IPR043137 (G3DSA:3.60.20.GENE3D); IPR043138 (G3DSA:1.10.246.GENE3D); PTHR43881 (PANTHER); IPR029055 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	9_32	WP_015213937.1	1182	1	2.28E-192	78.23						IPR011042 (G3DSA:2.120.10.GENE3D); PTHR24104 (PANTHER); SSF101898 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	9_33	CCI12168.1	159	1	2.19E-25	92.31						G3DSA:3.40.50.1010 (GENE3D); IPR029060 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	9_34	TAF10128.1	177	1	1.78E-20	87.5						IPR019239 (PFAM)	no GO terms	no GO terms
true	[INTERPRO]	9_35		390									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	9_36	WP_169616242.1	780	1	6.06E-47	64.1						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	9_37	WP_026098507.1	948	1	3.87E-115	68.04	4	P:GO:0022900; F:GO:0004129; F:GO:0005507; C:GO:0016021	P:electron transport chain; F:cytochrome-c oxidase activity; F:copper ion binding; C:integral component of membrane			PR01166 (PRINTS); IPR036257 (G3DSA:1.10.287.GENE3D); IPR002429 (PFAM); IPR011759 (PFAM); IPR014222 (TIGRFAM); IPR008972 (G3DSA:2.60.40.GENE3D); PTHR22888 (PANTHER); IPR002429 (PROSITE_PROFILES); IPR011759 (PROSITE_PROFILES); cd13919 (CDD); IPR036257 (SUPERFAMILY); IPR008972 (SUPERFAMILY)	P:GO:0022900; F:GO:0004129; F:GO:0005507; F:GO:0016491; C:GO:0016020; C:GO:0016021	P:electron transport chain; F:cytochrome-c oxidase activity; F:copper ion binding; F:oxidoreductase activity; C:membrane; C:integral component of membrane
true	[INTERPRO, BLASTED, ANNOTATED]	9_38	WP_114080408.1	1668	1	5.96E-289	84.76	5	P:GO:0009060; P:GO:0015990; F:GO:0004129; F:GO:0020037; C:GO:0016021	P:aerobic respiration; P:electron transport coupled proton transport; F:cytochrome-c oxidase activity; F:heme binding; C:integral component of membrane			IPR000883 (PRINTS); IPR036927 (G3DSA:1.20.210.GENE3D); IPR014241 (TIGRFAM); IPR000883 (PFAM); PTHR10422:SF18 (PANTHER); IPR000883 (PANTHER); IPR023616 (PROSITE_PROFILES); IPR036927 (SUPERFAMILY)	P:GO:0009060; P:GO:0015990; F:GO:0004129; F:GO:0020037; C:GO:0016021	P:aerobic respiration; P:electron transport coupled proton transport; F:cytochrome-c oxidase activity; F:heme binding; C:integral component of membrane
true	[INTERPRO, BLASTED, ANNOTATED]	9_39	NCR88064.1	618	1	5.48E-100	82.86	3	P:GO:0019646; F:GO:0004129; C:GO:0016020	P:aerobic electron transport chain; F:cytochrome-c oxidase activity; C:membrane			IPR000298 (PFAM); IPR013833 (G3DSA:1.20.120.GENE3D); mobidb-lite (MOBIDB_LITE); IPR024791 (PANTHER); IPR000298 (PROSITE_PROFILES); cd00386 (CDD); IPR035973 (SUPERFAMILY)	P:GO:0019646; P:GO:0022904; F:GO:0004129; F:GO:0009055; C:GO:0016020	P:aerobic electron transport chain; P:respiratory electron transport chain; F:cytochrome-c oxidase activity; F:electron transfer activity; C:membrane
true	[INTERPRO, BLASTED, ANNOTATED]	9_40	WP_193934856.1	819	1	6.86E-156	90.81	1	P:GO:0006807	P:nitrogen compound metabolic process			IPR036526 (G3DSA:3.60.110.GENE3D); IPR003010 (PFAM); PTHR23088:SF27 (PANTHER); PTHR23088 (PANTHER); IPR003010 (PROSITE_PROFILES); cd07572 (CDD); IPR036526 (SUPERFAMILY)	P:GO:0006807	P:nitrogen compound metabolic process
true	[INTERPRO, BLASTED, ANNOTATED]	9_41	MBE9045404.1	1461	1	1.1E-226	73.57	2	P:GO:0005975; F:GO:0003824	P:carbohydrate metabolic process; F:catalytic activity			IPR006047 (SMART); IPR013780 (G3DSA:2.60.40.GENE3D); IPR006047 (PFAM); G3DSA:3.20.20.80 (GENE3D); PTHR43862 (PANTHER); PTHR43862:SF4 (PANTHER); cd11338 (CDD); SSF51011 (SUPERFAMILY); IPR017853 (SUPERFAMILY)	P:GO:0005975; F:GO:0003824	P:carbohydrate metabolic process; F:catalytic activity
true	[INTERPRO, BLASTED]	9_42	WP_010994420.1	288	1	1.21E-30	73.68						IPR018741 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST, ANNOTATED]	9_43	---NA---	96				2	P:GO:0015979; C:GO:0009539	P:photosynthesis; C:photosystem II reaction center			IPR001743 (PFAM); IPR001743 (HAMAP); IPR037268 (SUPERFAMILY)	P:GO:0015979; C:GO:0009523; C:GO:0009539; C:GO:0016020	P:photosynthesis; C:photosystem II; C:photosystem II reaction center; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	9_44	PSB14717.1	561	1	5.73E-65	80.47	2	P:GO:0045892; F:GO:0008270	P:negative regulation of transcription, DNA-templated; F:zinc ion binding			IPR003796 (TIGRFAM); IPR005144 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR003796 (PANTHER); IPR003796 (HAMAP); IPR005144 (PROSITE_PROFILES)	P:GO:0045892; F:GO:0008270	P:negative regulation of transcription, DNA-templated; F:zinc ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	9_45	WP_021831912.1	1365	1	2.38E-310	99.78	4	P:GO:0071805; F:GO:0015379; C:GO:0005886; C:GO:0016021	P:potassium ion transmembrane transport; F:potassium:chloride symporter activity; C:plasma membrane; C:integral component of membrane	EC:7	Translocases	IPR003445 (PFAM); IPR004772 (TIGRFAM); PTHR32024:SF1 (PANTHER); PTHR32024 (PANTHER)	P:GO:0006812; P:GO:0055085; P:GO:0071805; F:GO:0008324; F:GO:0015379; C:GO:0016021	P:cation transport; P:transmembrane transport; P:potassium ion transmembrane transport; F:cation transmembrane transporter activity; F:potassium:chloride symporter activity; C:integral component of membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	9_46	WP_015184948.1	693	1	2.72E-112	86.96	3	P:GO:0006813; P:GO:0098655; F:GO:0008324	P:potassium ion transport; P:cation transmembrane transport; F:cation transmembrane transporter activity	EC:7	Translocases	IPR006037 (PFAM); G3DSA:3.40.50.720 (GENE3D); IPR036721 (G3DSA:3.30.70.GENE3D); IPR003148 (PFAM); PTHR43833 (PANTHER); PTHR43833:SF7 (PANTHER); IPR006037 (PROSITE_PROFILES); IPR003148 (PROSITE_PROFILES); IPR036291 (SUPERFAMILY); IPR036721 (SUPERFAMILY)	P:GO:0006813; F:GO:0008324	P:potassium ion transport; F:cation transmembrane transporter activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	9_47	WP_024969909.1	570	1	2.44E-90	87.5	3	P:GO:0006220; F:GO:0004132; F:GO:0008270	P:pyrimidine nucleotide metabolic process; F:dCMP deaminase activity; F:zinc ion binding	EC:3.5.4.12	dCMP deaminase	G3DSA:3.40.140.10 (GENE3D); IPR002125 (PFAM); IPR016473 (PIRSF); IPR015517 (PANTHER); PTHR11086:SF18 (PANTHER); IPR002125 (PROSITE_PROFILES); IPR035105 (CDD); IPR016193 (SUPERFAMILY)	P:GO:0006220; F:GO:0003824; F:GO:0004132; F:GO:0008270	P:pyrimidine nucleotide metabolic process; F:catalytic activity; F:dCMP deaminase activity; F:zinc ion binding
true	[INTERPRO, BLASTED, ANNOTATED]	9_48	HBG3876109.1	474	1	6.4E-63	82.14	4	P:GO:0006226; P:GO:0046081; F:GO:0000287; F:GO:0004170	P:dUMP biosynthetic process; P:dUTP catabolic process; F:magnesium ion binding; F:dUTP diphosphatase activity			IPR008181 (TIGRFAM); IPR029054 (PFAM); IPR036157 (G3DSA:2.70.40.GENE3D); IPR008181 (PANTHER); IPR008181 (HAMAP); IPR033704 (CDD); IPR036157 (SUPERFAMILY)	P:GO:0006226; P:GO:0046081; F:GO:0000287; F:GO:0004170	P:dUMP biosynthetic process; P:dUTP catabolic process; F:magnesium ion binding; F:dUTP diphosphatase activity
true	[INTERPRO]	9_49		519									no IPS match	no IPS match	no IPS match
true	[INTERPRO]	9_50		141									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	9_51	MBC6420470.1	1509	1	2.72E-227	77.87	1	F:GO:0016741	F:transferase activity, transferring one-carbon groups			IPR036926 (G3DSA:3.30.572.GENE3D); IPR025595 (PFAM); IPR023451 (PFAM); IPR045097 (PANTHER); PTHR11548:SF1 (PANTHER); IPR023451 (CDD); IPR036926 (SUPERFAMILY)	F:GO:0016741	F:transferase activity, transferring one-carbon groups
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	9_52	TRV00402.1	1320	1	1.03E-194	79.91	4	P:GO:0000160; P:GO:0016310; F:GO:0000155; C:GO:0016021	P:phosphorelay signal transduction system; P:phosphorylation; F:phosphorelay sensor kinase activity; C:integral component of membrane	EC:2.7.3; EC:2.7.13.3	Transferring phosphorus-containing groups; Histidine kinase	IPR004358 (PRINTS); IPR003594 (SMART); IPR003661 (SMART); IPR036890 (G3DSA:3.30.565.GENE3D); IPR003594 (PFAM); G3DSA:1.10.287.130 (GENE3D); IPR003661 (PFAM); PTHR43711:SF24 (PANTHER); PTHR43711 (PANTHER); IPR005467 (PROSITE_PROFILES); cd00075 (CDD); IPR003661 (CDD); IPR036097 (SUPERFAMILY); IPR036890 (SUPERFAMILY)	P:GO:0007165; P:GO:0016310; F:GO:0000155; F:GO:0016772	P:signal transduction; P:phosphorylation; F:phosphorelay sensor kinase activity; F:transferase activity, transferring phosphorus-containing groups
true	[INTERPRO, BLASTED]	9_53	AOY84495.1	1287	1	4.57E-151	71.67						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	9_54	WP_096678474.1	1359	1	3.19E-175	73.27	4	P:GO:0009058; P:GO:0071555; F:GO:0005524; F:GO:0047480	P:biosynthetic process; P:cell wall organization; F:ATP binding; F:UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity			IPR000713 (PFAM); IPR036615 (G3DSA:3.90.190.GENE3D); IPR004101 (PFAM); IPR013221 (PFAM); IPR005863 (TIGRFAM); IPR036565 (G3DSA:3.40.1190.GENE3D); G3DSA:3.40.1390.10 (GENE3D); PTHR43024 (PANTHER); IPR005863 (HAMAP); IPR036565 (SUPERFAMILY); IPR036615 (SUPERFAMILY); IPR035911 (SUPERFAMILY)	P:GO:0009058; P:GO:0071555; F:GO:0005524; F:GO:0016874; F:GO:0047480	P:biosynthetic process; P:cell wall organization; F:ATP binding; F:ligase activity; F:UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity
true	[INTERPRO, BLASTED, ANNOTATED]	9_55	NES02405.1	972	1	2.08E-118	73.13	3	P:GO:0006790; P:GO:0046855; F:GO:0008441	P:sulfur compound metabolic process; P:inositol phosphate dephosphorylation; F:3'(2'),5'-bisphosphate nucleotidase activity			IPR000760 (PRINTS); IPR000760 (PFAM); G3DSA:3.30.540.10 (GENE3D); IPR006239 (TIGRFAM); G3DSA:3.40.190.80 (GENE3D); PTHR43200 (PANTHER); cd01517 (CDD); SSF56655 (SUPERFAMILY)	P:GO:0006790; P:GO:0046855; F:GO:0008441	P:sulfur compound metabolic process; P:inositol phosphate dephosphorylation; F:3'(2'),5'-bisphosphate nucleotidase activity
true	[INTERPRO, BLASTED, ANNOTATED]	9_56	MBK8218279.1	591	1	8.62E-64	69.95	2	F:GO:0004252; C:GO:0016021	F:serine-type endopeptidase activity; C:integral component of membrane			IPR035952 (G3DSA:1.20.1540.GENE3D); IPR022764 (PFAM); PTHR43731:SF9 (PANTHER); PTHR43731 (PANTHER); IPR035952 (SUPERFAMILY)	F:GO:0004252; C:GO:0016021	F:serine-type endopeptidase activity; C:integral component of membrane
true	[INTERPRO, BLASTED, ANNOTATED]	9_57	WP_102172362.1	384	1	2.19E-41	75.21	2	P:GO:0006760; F:GO:0004150	P:folic acid-containing compound metabolic process; F:dihydroneopterin aldolase activity			IPR006157 (SMART); IPR006157 (TIGRFAM); IPR043133 (G3DSA:3.30.1130.GENE3D); IPR006156 (TIGRFAM); IPR006157 (PFAM); PTHR42844:SF1 (PANTHER); IPR006156 (PANTHER); IPR006157 (CDD); SSF55620 (SUPERFAMILY)	P:GO:0006760; F:GO:0004150	P:folic acid-containing compound metabolic process; F:dihydroneopterin aldolase activity
true	[INTERPRO]	9_58		477									mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED]	9_59	WP_023067451.1	630	1	6.58E-81	72.33	1	F:GO:0051213	F:dioxygenase activity			IPR014710 (G3DSA:2.60.120.GENE3D); IPR011051 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO]	9_60		300									no IPS match	no IPS match	no IPS match
true	[INTERPRO]	9_61		405									mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO]	9_62		120									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	9_63	WP_147070442.1	690	1	5.11E-101	79.39						IPR001783 (PIRSF); IPR026017 (PFAM); IPR023366 (G3DSA:2.40.30.GENE3D); IPR023366 (G3DSA:2.40.30.GENE3D); IPR001783 (TIGRFAM); IPR001783 (PANTHER); PTHR21098:SF0 (PANTHER); IPR026017 (PROSITE_PROFILES); IPR026017 (PROSITE_PROFILES); IPR001783 (CDD); IPR017938 (SUPERFAMILY); IPR017938 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	9_64	WP_081485085.1	411	1	3.46E-69	100.0	3	P:GO:0006313; F:GO:0003677; F:GO:0004803	P:transposition, DNA-mediated; F:DNA binding; F:transposase activity			IPR002686 (SMART); IPR002686 (PFAM); IPR036515 (G3DSA:3.30.70.GENE3D); PTHR33360 (PANTHER); IPR036515 (SUPERFAMILY)	P:GO:0006313; F:GO:0003677; F:GO:0004803	P:transposition, DNA-mediated; F:DNA binding; F:transposase activity
true	[INTERPRO, BLASTED]	9_65	WP_008189137.1	468	1	9.89E-51	72.08						IPR021027 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	9_66	WP_008189137.1	822	1	1.12E-49	59.21						IPR010095 (PFAM); IPR001959 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	9_67	WP_002792488.1	507	1	6.75E-89	91.72	2	P:GO:0090305; F:GO:0004518	P:nucleic acid phosphodiester bond hydrolysis; F:nuclease activity	EC:3.1	Acting on ester bonds	IPR003729 (PFAM); IPR036104 (G3DSA:3.10.690.GENE3D); PTHR15160:SF1 (PANTHER); PTHR15160 (PANTHER); IPR003729 (PROSITE_PROFILES); IPR036104 (SUPERFAMILY)	F:GO:0004518	F:nuclease activity
true	[INTERPRO, BLASTED, ANNOTATED]	9_68	WP_106455972.1	1131	1	3.5E-187	78.72	1	F:GO:0047834	F:D-threo-aldose 1-dehydrogenase activity			IPR020471 (PRINTS); PF13534 (PFAM); IPR023210 (PFAM); IPR036812 (G3DSA:3.20.20.GENE3D); PTHR43312 (PANTHER); IPR017896 (PROSITE_PROFILES); cd19096 (CDD); IPR036812 (SUPERFAMILY); SSF46548 (SUPERFAMILY)	F:GO:0016491; F:GO:0047834	F:oxidoreductase activity; F:D-threo-aldose 1-dehydrogenase activity
true	[INTERPRO]	9_69		252									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	9_70	TAF10220.1	435	1	5.01E-40	72.44						IPR025668 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	9_71	TAF10220.1	723	1	3.93E-89	71.31						IPR025668 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED]	9_72	WP_016879302.1	1443	1	2.8E-92	59.23	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane			mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	10_1	MBM4074858.1	9792	1	1.93E-96	54.33	3	P:GO:0007156; F:GO:0005509; C:GO:0016020	P:homophilic cell adhesion via plasma membrane adhesion molecules; F:calcium ion binding; C:membrane			IPR006644 (SMART); IPR006626 (SMART); IPR002126 (SMART); IPR006558 (SMART); IPR001791 (SMART); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.40.60 (GENE3D); G3DSA:2.60.120.200 (GENE3D); G3DSA:2.60.40.60 (GENE3D); PF13385 (PFAM); PTHR24028:SF146 (PANTHER); PTHR24028 (PANTHER); PTHR24028:SF146 (PANTHER); PTHR24028:SF146 (PANTHER); PTHR24028 (PANTHER); PTHR24028 (PANTHER); PTHR24028:SF146 (PANTHER); PTHR24028 (PANTHER); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); IPR002126 (PROSITE_PROFILES); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd11304 (CDD); cd00110 (CDD); cd11304 (CDD); cd11304 (CDD); IPR011050 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR011050 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR015919 (SUPERFAMILY); IPR013320 (SUPERFAMILY); IPR013320 (SUPERFAMILY); IPR011050 (SUPERFAMILY); IPR011050 (SUPERFAMILY); IPR015919 (SUPERFAMILY)	P:GO:0007156; F:GO:0005509; C:GO:0016020	P:homophilic cell adhesion via plasma membrane adhesion molecules; F:calcium ion binding; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	10_2	HEU32933.1	825	1	2.85E-8	60.47	1	F:GO:0005509	F:calcium ion binding			PR00313 (PRINTS); IPR001343 (PFAM); IPR011049 (G3DSA:2.150.10.GENE3D); IPR013783 (G3DSA:2.60.40.GENE3D); PTHR38340 (PANTHER); IPR011049 (SUPERFAMILY)	F:GO:0005509	F:calcium ion binding
true	[INTERPRO, BLASTED]	10_3	NES02416.1	420	1	5.33E-70	83.45						IPR035917 (G3DSA:2.60.120.GENE3D); IPR001602 (PFAM); IPR001602 (TIGRFAM); IPR001602 (PIRSF); IPR001602 (PANTHER); PTHR30615:SF8 (PANTHER); IPR035917 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	10_4	HIK32420.1	186	1	1.1E-12	85.71	3	P:GO:0006418; F:GO:0004812; F:GO:0005524	P:tRNA aminoacylation for protein translation; F:aminoacyl-tRNA ligase activity; F:ATP binding			G3DSA:1.20.120.1910 (GENE3D); IPR009080 (SUPERFAMILY)	P:GO:0006418; F:GO:0000166; F:GO:0004812; F:GO:0005524	P:tRNA aminoacylation for protein translation; F:nucleotide binding; F:aminoacyl-tRNA ligase activity; F:ATP binding
true	[INTERPRO, BLASTED, ANNOTATED]	10_5	WP_124970389.1	1155	1	8.82E-266	95.57	1	F:GO:0003824	F:catalytic activity			G3DSA:3.90.25.10 (GENE3D); G3DSA:3.40.50.720 (GENE3D); IPR001509 (PFAM); PTHR43000:SF10 (PANTHER); PTHR43000 (PANTHER); cd05255 (CDD); IPR036291 (SUPERFAMILY)	F:GO:0003824	F:catalytic activity
true	[INTERPRO, BLASTED]	10_6	MBW4608435.1	378	1	7.83E-50	84.13						IPR006696 (PFAM); IPR006696 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO]	10_7		123									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	10_8	EGY25631.1	1191	1	1.17E-35	53.6	1	F:GO:0016757	F:glycosyltransferase activity			IPR001296 (PFAM); G3DSA:3.40.50.2000 (GENE3D); G3DSA:3.40.50.2000 (GENE3D); PTHR12526:SF593 (PANTHER); PTHR12526 (PANTHER); cd03801 (CDD); SSF53756 (SUPERFAMILY)	F:GO:0016757	F:glycosyltransferase activity
true	[INTERPRO, BLASTED]	10_9	KAG7998364.1	951	1	8.51E-14	45.28						IPR029044 (G3DSA:3.90.550.GENE3D); PTHR35723 (PANTHER); IPR029044 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	10_10	WP_187411171.1	1089	1	3.29E-81	60.06						G3DSA:3.40.50.2000 (GENE3D); PF13692 (PFAM); G3DSA:3.40.50.2000 (GENE3D); PTHR12526:SF590 (PANTHER); PTHR12526 (PANTHER); cd03801 (CDD); SSF53756 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	10_11	ABG03661.1	750	1	3.82E-8	41.9	1	F:GO:0008146	F:sulfotransferase activity			IPR027417 (G3DSA:3.40.50.GENE3D); IPR000863 (PFAM); IPR027417 (SUPERFAMILY)	F:GO:0008146	F:sulfotransferase activity
true	[INTERPRO, BLASTED, ANNOTATED]	10_12	WP_189331055.1	849	1	4.16E-27	50.9	2	P:GO:0006478; F:GO:0008476	P:peptidyl-tyrosine sulfation; F:protein-tyrosine sulfotransferase activity			PF13469 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR026634 (PANTHER); PTHR12788:SF10 (PANTHER); IPR027417 (SUPERFAMILY)	P:GO:0006478; F:GO:0008476	P:peptidyl-tyrosine sulfation; F:protein-tyrosine sulfotransferase activity
true	[INTERPRO, BLASTED]	10_13	WP_163492405.1	912	1	3.0E-50	64.97						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	10_14	MBK7380148.1	864	1	3.99E-34	53.74	1	F:GO:0008146	F:sulfotransferase activity			IPR000863 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); PTHR11783:SF100 (PANTHER); PTHR11783 (PANTHER); IPR027417 (SUPERFAMILY)	F:GO:0008146	F:sulfotransferase activity
true	[INTERPRO, BLASTED]	10_15	WP_202336679.1	717	1	3.15E-36	60.36						IPR029439 (PFAM); G3DSA:2.70.50.60 (GENE3D); IPR027417 (G3DSA:3.40.50.GENE3D); PTHR46743 (PANTHER); IPR029439 (CDD); IPR027417 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	10_16	MBN3886231.1	342	1	3.65E-24	69.32						IPR012337 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO]	10_17		198									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED]	10_18	CUR31200.1	234	1	4.5E-21	83.87	1	F:GO:0003676	F:nucleic acid binding			IPR038717 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED]	10_19	CUR31200.1	117	1	1.77E-10	88.89	1	F:GO:0003676	F:nucleic acid binding			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	10_20	WP_202336679.1	360	1	6.4E-55	84.62	1	F:GO:0005524	F:ATP binding			IPR003439 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); PTHR46743 (PANTHER); PTHR46743:SF2 (PANTHER); IPR027417 (SUPERFAMILY)	F:GO:0005524	F:ATP binding
true	[INTERPRO, BLASTED]	10_21	WP_015142371.1	285	1	4.51E-33	81.61						PTHR36729 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	10_22	NES86742.1	633	1	6.79E-98	87.5	6	P:GO:0006281; P:GO:0006310; F:GO:0003677; F:GO:0005524; F:GO:0009378; C:GO:0009379	P:DNA repair; P:DNA recombination; F:DNA binding; F:ATP binding; F:four-way junction helicase activity; C:Holliday junction helicase complex			IPR003583 (SMART); IPR011114 (PFAM); G3DSA:2.40.50.140 (GENE3D); PF14520 (PFAM); IPR013849 (PFAM); G3DSA:1.10.8.10 (GENE3D); G3DSA:1.10.150.20 (GENE3D); IPR000085 (TIGRFAM); IPR000085 (HAMAP); IPR011114 (CDD); IPR010994 (SUPERFAMILY); IPR012340 (SUPERFAMILY); IPR036267 (SUPERFAMILY)	P:GO:0006281; P:GO:0006310; F:GO:0003677; F:GO:0003678; F:GO:0005524; F:GO:0009378; C:GO:0009379	P:DNA repair; P:DNA recombination; F:DNA binding; F:DNA helicase activity; F:ATP binding; F:four-way junction helicase activity; C:Holliday junction helicase complex
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	10_23	WP_073643036.1	765	1	4.2E-130	91.56	4	P:GO:0043953; F:GO:0008320; C:GO:0005887; C:GO:0033281	P:protein transport by the Tat complex; F:protein transmembrane transporter activity; C:integral component of plasma membrane; C:TAT protein transport complex	EC:7	Translocases	IPR002033 (PRINTS); IPR002033 (TIGRFAM); IPR002033 (PFAM); IPR002033 (PANTHER); PTHR30371:SF6 (PANTHER); IPR002033 (HAMAP)	C:GO:0016021	C:integral component of membrane
