"","gene_id","KO","GO.ID","GO.Term","GO.Ontology"
"1668","K04773","K04773","GO:0005886","plasma membrane","CC"
"1669","K03789","K03789","GO:0006474","N-terminal protein amino acid acetylation","BP"
"1670","K03789","K03789","GO:0008080","N-acetyltransferase activity","MF"
"1671","K13789","K13789","GO:0008299","isoprenoid biosynthetic process","BP"
"1672","K22545","K22545","GO:0005509","calcium ion binding","MF"
"1673","K18911","K18911","GO:0008168","methyltransferase activity","MF"
"1674","K21084","K21084","GO:0000160","phosphorelay signal transduction system","BP"
"1675","K21084","K21084","GO:0005515","protein binding","MF"
"1676","K21084","K21084","GO:0016020","membrane","CC"
"1677","K21084","K21084","GO:0016021","integral component of membrane","CC"
"1678","K21022","K21022","GO:0005515","protein binding","MF"
"1679","K11085","K11085","GO:0055085","transmembrane transport","BP"
"1680","K11085","K11085","GO:0005524","ATP binding","MF"
"1681","K11085","K11085","GO:0140359","ABC-type transporter activity","MF"
"1682","K11085","K11085","GO:0016021","integral component of membrane","CC"
"1683","K01772","K01772","GO:0006783","heme biosynthetic process","BP"
"1684","K01772","K01772","GO:0004325","ferrochelatase activity","MF"
"1685","K01772","K01772","GO:0046872","metal ion binding","MF"
"1686","K01772","K01772","GO:0005737","cytoplasm","CC"
"1687","K09457","K09457","GO:0008616","queuosine biosynthetic process","BP"
"1688","K09457","K09457","GO:0033739","preQ1 synthase activity","MF"
"1689","K09457","K09457","GO:0046857","oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor","MF"
"1690","K09457","K09457","GO:0005737","cytoplasm","CC"
"1691","K02469","K02469","GO:0006265","DNA topological change","BP"
"1692","K02469","K02469","GO:0003677","DNA binding","MF"
"1693","K02469","K02469","GO:0003918","DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity","MF"
"1694","K02469","K02469","GO:0005524","ATP binding","MF"
"1695","K02469","K02469","GO:0005694","chromosome","CC"
"1696","K02469","K02469","GO:0006259","DNA metabolic process","BP"
"1697","K02469","K02469","GO:0003916","DNA topoisomerase activity","MF"
"1698","K03595","K03595","GO:0003723","RNA binding","MF"
"1699","K03595","K03595","GO:0005525","GTP binding","MF"
"1700","K02719","K02719","GO:0042549","photosystem II stabilization","BP"
"1701","K02719","K02719","GO:0009654","photosystem II oxygen evolving complex","CC"
"1702","K02719","K02719","GO:0019898","extrinsic component of membrane","CC"
"1703","K02719","K02719","GO:0015979","photosynthesis","BP"
"1704","K02719","K02719","GO:0009523","photosystem II","CC"
"1705","K04096","K04096","GO:0008757","S-adenosylmethionine-dependent methyltransferase activity","MF"
"1706","K04096","K04096","GO:0009294","DNA mediated transformation","BP"
"1707","K01669","K01669","GO:0018298","protein-chromophore linkage","BP"
"1708","K01669","K01669","GO:0003904","deoxyribodipyrimidine photo-lyase activity","MF"
"1709","K01669","K01669","GO:0006281","DNA repair","BP"
"1710","K01669","K01669","GO:0003913","DNA photolyase activity","MF"
"1711","K16291","K16291","GO:0016740","transferase activity","MF"
"1712","K16291","K16291","GO:0009252","peptidoglycan biosynthetic process","BP"
"1713","K07462","K07462","GO:0006281","DNA repair","BP"
"1714","K07462","K07462","GO:0006310","DNA recombination","BP"
"1715","K07462","K07462","GO:0003676","nucleic acid binding","MF"
"1716","K07462","K07462","GO:0008409","5'-3' exonuclease activity","MF"
"1717","K03088","K03088","GO:0006352","DNA-templated transcription, initiation","BP"
"1718","K03088","K03088","GO:0006355","regulation of transcription, DNA-templated","BP"
"1719","K03088","K03088","GO:0003677","DNA binding","MF"
"1720","K03088","K03088","GO:0016987","sigma factor activity","MF"
"1721","K03088","K03088","GO:0003700","DNA-binding transcription factor activity","MF"
"1722","K03088","K03088","GO:2000142","regulation of DNA-templated transcription, initiation","BP"
"1723","K06006","K06006","GO:0042597","periplasmic space","CC"
"1724","K06149","K06149","GO:0005737","cytoplasm","CC"
"1725","K02030","K02030","GO:0015276","ligand-gated ion channel activity","MF"
"1726","K02030","K02030","GO:0016020","membrane","CC"
"1727","K02030","K02030","GO:0016021","integral component of membrane","CC"
"1728","K03386","K03386","GO:0051920","peroxiredoxin activity","MF"
"1729","K03386","K03386","GO:0016209","antioxidant activity","MF"
"1730","K03386","K03386","GO:0016491","oxidoreductase activity","MF"
"1731","K03767","K03767","GO:0000413","protein peptidyl-prolyl isomerization","BP"
"1732","K03767","K03767","GO:0003755","peptidyl-prolyl cis-trans isomerase activity","MF"
"1733","K05849","K05849","GO:0007154","cell communication","BP"
"1734","K05849","K05849","GO:0016021","integral component of membrane","CC"
"1735","K05849","K05849","GO:0004252","serine-type endopeptidase activity","MF"
"1736","K05849","K05849","GO:0005509","calcium ion binding","MF"
"1737","K05849","K05849","GO:0005576","extracellular region","CC"
"1738","K05849","K05849","GO:0009405","pathogenesis","BP"
"1739","K05849","K05849","GO:0090729","toxin activity","MF"
"1740","K07716","K07716","GO:0007165","signal transduction","BP"
"1741","K07716","K07716","GO:0016310","phosphorylation","BP"
"1742","K07716","K07716","GO:0000155","phosphorelay sensor kinase activity","MF"
"1743","K07716","K07716","GO:0005515","protein binding","MF"
"1744","K07716","K07716","GO:0016772","transferase activity, transferring phosphorus-containing groups","MF"
"1745","K06864","K06864","GO:0006177","GMP biosynthetic process","BP"
"1746","K06864","K06864","GO:0003922","GMP synthase (glutamine-hydrolyzing) activity","MF"
"1747","K06864","K06864","GO:0003952","NAD+ synthase (glutamine-hydrolyzing) activity","MF"
"1748","K06864","K06864","GO:0016783","sulfurtransferase activity","MF"
"1749","K07029","K07029","GO:0003951","NAD+ kinase activity","MF"
"1750","K07029","K07029","GO:0016301","kinase activity","MF"
"1751","K01992","K01992","GO:0016020","membrane","CC"
"1752","K01992","K01992","GO:0016021","integral component of membrane","CC"
"1753","K07028","K07028","GO:0008152","metabolic process","BP"
"1754","K07028","K07028","GO:0000166","nucleotide binding","MF"
"1755","K07028","K07028","GO:0016301","kinase activity","MF"
"1756","K07028","K07028","GO:0005524","ATP binding","MF"
"1757","K07028","K07028","GO:0005975","carbohydrate metabolic process","BP"
"1758","K07028","K07028","GO:0046316","gluconokinase activity","MF"
"1759","K02396","K02396","GO:0042651","thylakoid membrane","CC"
"1760","K19301","K19301","GO:0003729","mRNA binding","MF"
"1761","K01845","K01845","GO:0033014","tetrapyrrole biosynthetic process","BP"
"1762","K01845","K01845","GO:0008483","transaminase activity","MF"
"1763","K01845","K01845","GO:0030170","pyridoxal phosphate binding","MF"
"1764","K01845","K01845","GO:0042286","glutamate-1-semialdehyde 2,1-aminomutase activity","MF"
"1765","K01845","K01845","GO:0003824","catalytic activity","MF"
"1766","K07480","K07480","GO:0006313","transposition, DNA-mediated","BP"
"1767","K07480","K07480","GO:0003677","DNA binding","MF"
"1768","K07480","K07480","GO:0004803","transposase activity","MF"
"1769","K05794","K05794","GO:0016021","integral component of membrane","CC"
"1770","K01055","K01055","GO:0003824","catalytic activity","MF"
"1771","K08998","K08998","GO:0005886","plasma membrane","CC"
"1772","K17245","K17245","GO:0055085","transmembrane transport","BP"
"1773","K17245","K17245","GO:0016020","membrane","CC"
"1774","K01999","K01999","GO:0005515","protein binding","MF"
"1775","K01999","K01999","GO:0016021","integral component of membrane","CC"
"1776","K23031","K23031","GO:0090305","nucleic acid phosphodiester bond hydrolysis","BP"
"1777","K23031","K23031","GO:0004540","ribonuclease activity","MF"
"1778","K23031","K23031","GO:0110001","toxin-antitoxin complex","CC"
"1779","K06920","K06920","GO:0008616","queuosine biosynthetic process","BP"
"1780","K06920","K06920","GO:0005524","ATP binding","MF"
"1781","K06920","K06920","GO:0008270","zinc ion binding","MF"
"1782","K06920","K06920","GO:0016879","ligase activity, forming carbon-nitrogen bonds","MF"
"1783","K01724","K01724","GO:0006729","tetrahydrobiopterin biosynthetic process","BP"
"1784","K01724","K01724","GO:0008124","4-alpha-hydroxytetrahydrobiopterin dehydratase activity","MF"
"1785","K01990","K01990","GO:0043215","daunorubicin transport","BP"
"1786","K01990","K01990","GO:1900753","doxorubicin transport","BP"
"1787","K01990","K01990","GO:0005524","ATP binding","MF"
"1788","K01990","K01990","GO:0042626","ATPase-coupled transmembrane transporter activity","MF"
"1789","K03149","K03149","GO:0009228","thiamine biosynthetic process","BP"
"1790","K03149","K03149","GO:0016491","oxidoreductase activity","MF"
"1791","K03149","K03149","GO:0050660","flavin adenine dinucleotide binding","MF"
"1792","K03149","K03149","GO:0003824","catalytic activity","MF"
"1793","K02698","K02698","GO:0015979","photosynthesis","BP"
"1794","K02698","K02698","GO:0009522","photosystem I","CC"
"1795","K02698","K02698","GO:0042651","thylakoid membrane","CC"
"1796","K02698","K02698","GO:0016020","membrane","CC"
"1797","K00465","K00465","GO:0016702","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","MF"
"1798","K00142","K00142","GO:0005515","protein binding","MF"
"1799","K16011","K16011","GO:0005976","polysaccharide metabolic process","BP"
"1800","K16011","K16011","GO:0016779","nucleotidyltransferase activity","MF"
"1801","K05770","K05770","GO:0016021","integral component of membrane","CC"
"1802","K06955","K06955","GO:0016491","oxidoreductase activity","MF"
"1803","K00790","K00790","GO:0007049","cell cycle","BP"
"1804","K00790","K00790","GO:0008360","regulation of cell shape","BP"
"1805","K00790","K00790","GO:0019277","UDP-N-acetylgalactosamine biosynthetic process","BP"
"1806","K00790","K00790","GO:0051301","cell division","BP"
"1807","K00790","K00790","GO:0071555","cell wall organization","BP"
"1808","K00790","K00790","GO:0008760","UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity","MF"
"1809","K00790","K00790","GO:0005737","cytoplasm","CC"
"1810","K00790","K00790","GO:0003824","catalytic activity","MF"
"1811","K00790","K00790","GO:0016765","transferase activity, transferring alkyl or aryl (other than methyl) groups","MF"
"1812","K00790","K00790","GO:0009252","peptidoglycan biosynthetic process","BP"
"1813","K03437","K03437","GO:0006396","RNA processing","BP"
"1814","K03437","K03437","GO:0003723","RNA binding","MF"
"1815","K03437","K03437","GO:0008173","RNA methyltransferase activity","MF"
"1816","K03437","K03437","GO:0008168","methyltransferase activity","MF"
"1817","K05714","K05714","GO:0003824","catalytic activity","MF"
"1818","K05714","K05714","GO:0016787","hydrolase activity","MF"
"1819","K05714","K05714","GO:0016740","transferase activity","MF"
"1820","K05714","K05714","GO:0016746","transferase activity, transferring acyl groups","MF"
"1821","K02068","K02068","GO:0015821","methionine transport","BP"
"1822","K02068","K02068","GO:0055085","transmembrane transport","BP"
"1823","K02068","K02068","GO:0005524","ATP binding","MF"
"1824","K02068","K02068","GO:0042626","ATPase-coupled transmembrane transporter activity","MF"
"1825","K02068","K02068","GO:0016020","membrane","CC"
"1826","K04031","K04031","GO:0031469","polyhedral organelle","CC"
"1827","K05575","K05575","GO:0042773","ATP synthesis coupled electron transport","BP"
"1828","K05575","K05575","GO:0008137","NADH dehydrogenase (ubiquinone) activity","MF"
"1829","K05575","K05575","GO:0048038","quinone binding","MF"
"1830","K05575","K05575","GO:0016021","integral component of membrane","CC"
"1831","K05575","K05575","GO:0031676","plasma membrane-derived thylakoid membrane","CC"
"1832","K05575","K05575","GO:0016655","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","MF"
"1833","K00325","K00325","GO:0008750","NAD(P)+ transhydrogenase (AB-specific) activity","MF"
"1834","K00325","K00325","GO:0050661","NADP binding","MF"
"1835","K00325","K00325","GO:0016021","integral component of membrane","CC"
"1836","K05366","K05366","GO:0005515","protein binding","MF"
"1837","K05366","K05366","GO:0008658","penicillin binding","MF"
"1838","K01778","K01778","GO:0009089","lysine biosynthetic process via diaminopimelate","BP"
"1839","K01778","K01778","GO:0008837","diaminopimelate epimerase activity","MF"
"1840","K01814","K01814","GO:0000105","histidine biosynthetic process","BP"
"1841","K01814","K01814","GO:0003949","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity","MF"
"1842","K01814","K01814","GO:0003824","catalytic activity","MF"
"1843","K02337","K02337","GO:0006260","DNA replication","BP"
"1844","K02337","K02337","GO:0003676","nucleic acid binding","MF"
"1845","K02337","K02337","GO:0008408","3'-5' exonuclease activity","MF"
"1846","K02337","K02337","GO:0016539","intein-mediated protein splicing","BP"
"1847","K02337","K02337","GO:0003824","catalytic activity","MF"
"1848","K08104","K08104","GO:0008146","sulfotransferase activity","MF"
"1849","K07444","K07444","GO:0003723","RNA binding","MF"
"1850","K00345","K00345","GO:0009767","photosynthetic electron transport chain","BP"
"1851","K20444","K20444","GO:0016740","transferase activity","MF"
"1852","K07499","K07499","GO:0003676","nucleic acid binding","MF"
"1853","K07499","K07499","GO:0043565","sequence-specific DNA binding","MF"
"1854","K07499","K07499","GO:0006355","regulation of transcription, DNA-templated","BP"
"1855","K07499","K07499","GO:0003677","DNA binding","MF"
"1856","K14445","K14445","GO:0006813","potassium ion transport","BP"
"1857","K14445","K14445","GO:0055085","transmembrane transport","BP"
"1858","K14445","K14445","GO:0008324","cation transmembrane transporter activity","MF"
"1859","K14445","K14445","GO:0016021","integral component of membrane","CC"
"1860","K01491","K01491","GO:0000105","histidine biosynthetic process","BP"
"1861","K01491","K01491","GO:0006164","purine nucleotide biosynthetic process","BP"
"1862","K01491","K01491","GO:0009086","methionine biosynthetic process","BP"
"1863","K01491","K01491","GO:0035999","tetrahydrofolate interconversion","BP"
"1864","K01491","K01491","GO:0004477","methenyltetrahydrofolate cyclohydrolase activity","MF"
"1865","K01491","K01491","GO:0004488","methylenetetrahydrofolate dehydrogenase (NADP+) activity","MF"
"1866","K08992","K08992","GO:0005887","integral component of plasma membrane","CC"
"1867","K00240","K00240","GO:0006099","tricarboxylic acid cycle","BP"
"1868","K00240","K00240","GO:0022900","electron transport chain","BP"
"1869","K00240","K00240","GO:0009055","electron transfer activity","MF"
"1870","K00240","K00240","GO:0046872","metal ion binding","MF"
"1871","K00240","K00240","GO:0051537","2 iron, 2 sulfur cluster binding","MF"
"1872","K00240","K00240","GO:0051538","3 iron, 4 sulfur cluster binding","MF"
"1873","K00240","K00240","GO:0051539","4 iron, 4 sulfur cluster binding","MF"
